model,period,months,strategy_total_return,benchmark_total_return,strategy_cagr,benchmark_cagr,excess_cagr,strategy_volatility,strategy_sharpe_rf0,strategy_max_drawdown,benchmark_max_drawdown,active_hit_rate,information_ratio,beta_to_benchmark,annualized_alpha_rf0,average_monthly_turnover
cap150_composite,train,36,1.5325207969165868,0.015028639665051857,0.36306847473928916,0.004984658450842172,0.358083816288447,0.4957406339424819,0.8776234617877293,-0.49225884259701236,-0.2983301643039219,0.7222222222222222,0.8763449600321017,0.8670964795705722,0.509066640108127,0.5370370370370369
cap150_composite,validation,24,-0.4675778920449547,0.08698189041321247,-0.2703273967353267,0.04258423660307309,-0.3129116333383998,0.5754057670047584,-0.22878541948944767,-0.663406055197807,-0.08239866000360974,0.4583333333333333,-0.31565469900929005,1.7003569220512715,-0.18968512522963332,0.5694444444444444
cap150_composite,holdout_2024,12,0.11627834533745807,-0.013699490369203038,0.11627834533745807,-0.013699490369203038,0.1299778357066611,0.28463353519725737,0.5132554333404517,-0.13175280454292504,-0.07702368625268208,0.5,0.5354606421529842,0.37682863104756964,0.16007601834080676,0.5833333333333333
cap150_composite,holdout_2025_2026,18,-0.7421288536881511,-0.12280852134116271,-0.5948630690113228,-0.08364672551481533,-0.5112163434965076,0.704649871808246,-0.8862878723684637,-0.7193701643674705,-0.34737666250868915,0.3333333333333333,-0.9608047791062284,1.7023669655756857,-0.4169282098332481,0.6296296296296295
cap150_composite,full,90,-0.6118636193482332,-0.045437725311691324,-0.11854953021243864,-0.0061811369780534475,-0.11236839323438519,0.5482287960801956,0.06110288043713091,-0.9257385050020817,-0.34737666250868915,0.5444444444444444,0.051941903347369166,1.3033227307403463,0.024559901208199397,0.5703703703703703
cap150_rank_ridge,train,36,-0.07559455405562587,0.015028639665051857,-0.025861222143265694,0.004984658450842172,-0.030845880594107866,0.20450247174765537,-0.023652548191567382,-0.36553262752146676,-0.2983301643039219,0.6111111111111112,-0.10801505805920361,0.37809697232140693,-0.011942281601865723,0.5648148148148148
cap150_rank_ridge,validation,24,-0.25254045988559726,0.08698189041321247,-0.13544257558308903,0.04258423660307309,-0.17802681218616212,0.20829350113017145,-0.5862623076453067,-0.4001941143607809,-0.08239866000360974,0.4166666666666667,-0.7617680847689968,0.16150451819152337,-0.12200769786861199,0.486111111111111
cap150_rank_ridge,holdout_2024,12,0.00614552627001741,-0.013699490369203038,0.00614552627001741,-0.013699490369203038,0.019845016639220447,0.11829443063879803,0.10563355922031405,-0.10560946664291038,-0.07702368625268208,0.5,0.1295684997594112,-0.10270738700810943,0.011653217797491955,0.5833333333333333
cap150_rank_ridge,holdout_2025_2026,18,0.728895503887278,-0.12280852134116271,0.44049745919928474,-0.08364672551481533,0.5241441847141001,0.23769940237502793,1.6594301515318541,-0.055253153010872746,-0.34737666250868915,0.5555555555555556,1.4827646325033685,0.2052189131965849,0.4909595240570539,0.4074074074074074
cap150_rank_ridge,full,90,0.2019315355434672,-0.045437725311691324,0.0248271696808664,-0.0061811369780534475,0.03100830665891985,0.20727214238214522,0.22220315104747076,-0.44337590572838503,-0.34737666250868915,0.5333333333333333,0.16392672007277048,0.23727866583443058,0.0452935950055009,0.5148148148148147
