model,cost_bps,windows,median_sharpe,positive_excess_fraction,worst_excess_cagr,median_turnover
baseline_mlp_blend_50,25.0,127,1.2460844837592102,0.8267716535433071,-0.39480920578051937,0.5555555555555555
cap300_composite,25.0,127,0.82480846628784,0.7086614173228346,-0.5314213337167268,0.5277777777777778
mlp_rank,25.0,127,0.5880279081467418,0.5984251968503937,-0.44757963416561375,0.5833333333333334
online_best,25.0,127,0.7402380115373373,0.6535433070866141,-0.5095845405012641,0.5555555555555556
online_soft,25.0,127,0.9451113677496187,0.7322834645669292,-0.5701668681985023,0.5833333333333334
