ticker,observations,last_observation,train_end
ZBRA,1753,2021-12-30,2021-12-31
ZINC,1062,2021-12-30,2021-12-31
ZONE,759,2021-12-30,2021-12-31
AALI,1999,2022-12-30,2022-12-31
ABBA,1999,2022-12-30,2022-12-31
ABDA,1999,2022-12-30,2022-12-31
ABMM,1999,2022-12-30,2022-12-31
ACES,1998,2022-12-30,2022-12-31
ACST,1999,2022-12-30,2022-12-31
ADES,1999,2022-12-30,2022-12-31
ADHI,1999,2022-12-30,2022-12-31
ADMF,1999,2022-12-30,2022-12-31
ADMG,1999,2022-12-30,2022-12-31
ADRO,1998,2022-12-30,2022-12-31
AGAR,754,2022-12-30,2022-12-31
AGII,1572,2022-12-30,2022-12-31
AGRO,1999,2022-12-30,2022-12-31
AGRS,1991,2022-12-30,2022-12-31
AHAP,1999,2022-12-30,2022-12-31
AIMS,1999,2022-12-30,2022-12-31
AISA,1999,2022-12-30,2022-12-31
AKKU,1999,2022-12-30,2022-12-31
AKPI,1999,2022-12-30,2022-12-31
AKRA,1999,2022-12-30,2022-12-31
AKSI,1999,2022-12-30,2022-12-31
ALDO,1999,2022-12-30,2022-12-31
ALKA,1999,2022-12-30,2022-12-31
ALMI,1999,2022-12-30,2022-12-31
ALTO,1998,2022-12-30,2022-12-31
AMAG,1998,2022-12-30,2022-12-31
AMAN,684,2022-12-30,2022-12-31
AMAR,730,2022-12-30,2022-12-31
AMFG,1999,2022-12-30,2022-12-31
AMIN,1758,2022-12-30,2022-12-31
AMOR,503,2022-12-30,2022-12-31
AMRT,1999,2022-12-30,2022-12-31
ANDI,1089,2022-12-30,2022-12-31
ANJT,1990,2022-12-30,2022-12-31
ANTM,1999,2022-12-30,2022-12-31
APEX,1999,2022-12-30,2022-12-31
APIC,1999,2022-12-30,2022-12-31
APII,1992,2022-12-30,2022-12-31
APLI,1999,2022-12-30,2022-12-31
APLN,1999,2022-12-30,2022-12-31
ARCI,376,2022-12-30,2022-12-31
ARGO,1999,2022-12-30,2022-12-31
ARII,1998,2022-12-30,2022-12-31
ARKA,857,2022-12-30,2022-12-31
ARNA,1998,2022-12-30,2022-12-31
ARTA,1998,2022-12-30,2022-12-31
ARTI,1998,2022-12-30,2022-12-31
ARTO,1740,2022-12-30,2022-12-31
ASBI,1999,2022-12-30,2022-12-31
ASDM,1999,2022-12-30,2022-12-31
ASGR,1998,2022-12-30,2022-12-31
ASII,1998,2022-12-30,2022-12-31
ASJT,1999,2022-12-30,2022-12-31
ASMI,1990,2022-12-30,2022-12-31
ASPI,703,2022-12-30,2022-12-31
ASRI,1999,2022-12-30,2022-12-31
ASRM,1999,2022-12-30,2022-12-31
ASSA,1998,2022-12-30,2022-12-31
ATAP,505,2022-12-30,2022-12-31
ATIC,1863,2022-12-30,2022-12-31
AUTO,1998,2022-12-30,2022-12-31
AYLS,706,2022-12-30,2022-12-31
BABP,1999,2022-12-30,2022-12-31
BACA,1999,2022-12-30,2022-12-31
BAJA,1998,2022-12-30,2022-12-31
BALI,1990,2022-12-30,2022-12-31
BANK,473,2022-12-30,2022-12-31
BAPA,1998,2022-12-30,2022-12-31
BAPI,809,2022-12-30,2022-12-31
BATA,1999,2022-12-30,2022-12-31
BAYU,1998,2022-12-30,2022-12-31
BBCA,1999,2022-12-30,2022-12-31
BBHI,1842,2022-12-30,2022-12-31
BBKP,1999,2022-12-30,2022-12-31
BBLD,1999,2022-12-30,2022-12-31
BBMD,1991,2022-12-30,2022-12-31
BBNI,1999,2022-12-30,2022-12-31
BBRI,1999,2022-12-30,2022-12-31
BBRM,1998,2022-12-30,2022-12-31
BBSI,570,2022-12-30,2022-12-31
BBSS,663,2022-12-30,2022-12-31
BBTN,1999,2022-12-30,2022-12-31
BBYB,1992,2022-12-30,2022-12-31
BCAP,1999,2022-12-30,2022-12-31
BCIC,1999,2022-12-30,2022-12-31
BCIP,1998,2022-12-30,2022-12-31
BDMN,1999,2022-12-30,2022-12-31
BEBS,447,2022-12-30,2022-12-31
BEEF,986,2022-12-30,2022-12-31
BEKS,1999,2022-12-30,2022-12-31
BELL,1317,2022-12-30,2022-12-31
BESS,688,2022-12-30,2022-12-31
BEST,1990,2022-12-30,2022-12-31
BFIN,1999,2022-12-30,2022-12-31
BGTG,1665,2022-12-30,2022-12-31
BHAT,663,2022-12-30,2022-12-31
BHIT,1999,2022-12-30,2022-12-31
BIKA,1858,2022-12-30,2022-12-31
BIMA,1999,2022-12-30,2022-12-31
BINA,1999,2022-12-30,2022-12-31
BIPI,1999,2022-12-30,2022-12-31
BIPP,1998,2022-12-30,2022-12-31
BIRD,1990,2022-12-30,2022-12-31
BISI,1999,2022-12-30,2022-12-31
BJBR,1999,2022-12-30,2022-12-31
BJTM,1998,2022-12-30,2022-12-31
BKDP,1998,2022-12-30,2022-12-31
BKSL,1999,2022-12-30,2022-12-31
BKSW,1999,2022-12-30,2022-12-31
BLTA,1999,2022-12-30,2022-12-31
BLTZ,1991,2022-12-30,2022-12-31
BLUE,859,2022-12-30,2022-12-31
BMAS,1998,2022-12-30,2022-12-31
BMHS,370,2022-12-30,2022-12-31
BMRI,1999,2022-12-30,2022-12-31
BMSR,1999,2022-12-30,2022-12-31
BMTR,1998,2022-12-30,2022-12-31
BNBA,1999,2022-12-30,2022-12-31
BNBR,1999,2022-12-30,2022-12-31
BNGA,1998,2022-12-30,2022-12-31
BNII,1998,2022-12-30,2022-12-31
BNLI,1999,2022-12-30,2022-12-31
BOBA,290,2022-12-30,2022-12-31
BOGA,1514,2022-12-30,2022-12-31
BOLA,873,2022-12-30,2022-12-31
BOLT,1863,2022-12-30,2022-12-31
BOSS,1220,2022-12-30,2022-12-31
BPFI,1999,2022-12-30,2022-12-31
BPII,1991,2022-12-30,2022-12-31
BPTR,1119,2022-12-30,2022-12-31
BRAM,1999,2022-12-30,2022-12-31
BRIS,1161,2022-12-30,2022-12-31
BRMS,1999,2022-12-30,2022-12-31
BRNA,1999,2022-12-30,2022-12-31
BRPT,1999,2022-12-30,2022-12-31
BSDE,1998,2022-12-30,2022-12-31
BSIM,1998,2022-12-30,2022-12-31
BSSR,1997,2022-12-30,2022-12-31
BSWD,1999,2022-12-30,2022-12-31
BTEK,1998,2022-12-30,2022-12-31
BTON,1998,2022-12-30,2022-12-31
BTPN,1998,2022-12-30,2022-12-31
BTPS,1161,2022-12-30,2022-12-31
BUDI,1998,2022-12-30,2022-12-31
BUKA,348,2022-12-30,2022-12-31
BUKK,1878,2022-12-30,2022-12-31
BULL,1999,2022-12-30,2022-12-31
BUMI,1999,2022-12-30,2022-12-31
BUVA,1998,2022-12-30,2022-12-31
BVIC,1999,2022-12-30,2022-12-31
BWPT,1998,2022-12-30,2022-12-31
BYAN,1999,2022-12-30,2022-12-31
CAKK,1036,2022-12-30,2022-12-31
CAMP,1262,2022-12-30,2022-12-31
CANI,1991,2022-12-30,2022-12-31
CARE,684,2022-12-30,2022-12-31
CARS,1437,2022-12-30,2022-12-31
CASA,1621,2022-12-30,2022-12-31
CASH,651,2022-12-30,2022-12-31
CASS,1999,2022-12-30,2022-12-31
CCSI,873,2022-12-30,2022-12-31
CEKA,1998,2022-12-30,2022-12-31
CENT,1998,2022-12-30,2022-12-31
CFIN,1998,2022-12-30,2022-12-31
CINT,1997,2022-12-30,2022-12-31
CITA,1999,2022-12-30,2022-12-31
CITY,1058,2022-12-30,2022-12-31
CLAY,979,2022-12-30,2022-12-31
CLEO,1423,2022-12-30,2022-12-31
CLPI,1998,2022-12-30,2022-12-31
CMNP,1999,2022-12-30,2022-12-31
CMNT,327,2022-12-30,2022-12-31
CMPP,1999,2022-12-30,2022-12-31
CNKO,1998,2022-12-30,2022-12-31
COCO,937,2022-12-30,2022-12-31
CPIN,1998,2022-12-30,2022-12-31
CPRO,1999,2022-12-30,2022-12-31
CSAP,1999,2022-12-30,2022-12-31
CSIS,1419,2022-12-30,2022-12-31
CSMI,666,2022-12-30,2022-12-31
CSRA,730,2022-12-30,2022-12-31
CTBN,1999,2022-12-30,2022-12-31
CTRA,1998,2022-12-30,2022-12-31
CTTH,1998,2022-12-30,2022-12-31
DADA,704,2022-12-30,2022-12-31
DART,1999,2022-12-30,2022-12-31
DAYA,1632,2022-12-30,2022-12-31
DCII,491,2022-12-30,2022-12-31
DEAL,1029,2022-12-30,2022-12-31
DEFI,1999,2022-12-30,2022-12-31
DEWA,1999,2022-12-30,2022-12-31
DFAM,1170,2022-12-30,2022-12-31
DGIK,1998,2022-12-30,2022-12-31
DGNS,484,2022-12-30,2022-12-31
DIGI,1068,2022-12-30,2022-12-31
DILD,1998,2022-12-30,2022-12-31
DIVA,1018,2022-12-30,2022-12-31
DKFT,1999,2022-12-30,2022-12-31
DLTA,1998,2022-12-30,2022-12-31
DMAS,1889,2022-12-30,2022-12-31
DMMX,784,2022-12-30,2022-12-31
DMND,721,2022-12-30,2022-12-31
DNAR,1998,2022-12-30,2022-12-31
DNET,1999,2022-12-30,2022-12-31
DOID,1998,2022-12-30,2022-12-31
DPNS,1999,2022-12-30,2022-12-31
DPUM,1760,2022-12-30,2022-12-31
DSFI,1998,2022-12-30,2022-12-31
DSNG,1997,2022-12-30,2022-12-31
DSSA,1999,2022-12-30,2022-12-31
DUTI,1999,2022-12-30,2022-12-31
DVLA,1998,2022-12-30,2022-12-31
DWGL,1266,2022-12-30,2022-12-31
DYAN,1997,2022-12-30,2022-12-31
EAST,858,2022-12-30,2022-12-31
ECII,1990,2022-12-30,2022-12-31
EDGE,468,2022-12-30,2022-12-31
EKAD,1999,2022-12-30,2022-12-31
ELSA,1998,2022-12-30,2022-12-31
ELTY,1998,2022-12-30,2022-12-31
EMDE,1998,2022-12-30,2022-12-31
EMTK,1999,2022-12-30,2022-12-31
ENRG,1999,2022-12-30,2022-12-31
ENZO,565,2022-12-30,2022-12-31
EPAC,614,2022-12-30,2022-12-31
EPMT,1998,2022-12-30,2022-12-31
ERAA,1999,2022-12-30,2022-12-31
ERTX,1999,2022-12-30,2022-12-31
ESIP,766,2022-12-30,2022-12-31
ESSA,1998,2022-12-30,2022-12-31
ESTA,688,2022-12-30,2022-12-31
ESTI,1999,2022-12-30,2022-12-31
ETWA,1998,2022-12-30,2022-12-31
EXCL,1999,2022-12-30,2022-12-31
FAPA,493,2022-12-30,2022-12-31
FAST,1999,2022-12-30,2022-12-31
FASW,1998,2022-12-30,2022-12-31
FILM,1097,2022-12-30,2022-12-31
FIMP,427,2022-12-30,2022-12-31
FIRE,1398,2022-12-30,2022-12-31
FISH,1999,2022-12-30,2022-12-31
FITT,877,2022-12-30,2022-12-31
FLMC,368,2022-12-30,2022-12-31
FMII,1999,2022-12-30,2022-12-31
FOOD,987,2022-12-30,2022-12-31
FORU,1998,2022-12-30,2022-12-31
FPNI,1998,2022-12-30,2022-12-31
FUJI,858,2022-12-30,2022-12-31
GDST,1998,2022-12-30,2022-12-31
GDYR,1998,2022-12-30,2022-12-31
GEMA,1999,2022-12-30,2022-12-31
GEMS,1999,2022-12-30,2022-12-31
GGRM,1998,2022-12-30,2022-12-31
GGRP,806,2022-12-30,2022-12-31
GHON,1183,2022-12-30,2022-12-31
GIAA,1999,2022-12-30,2022-12-31
GJTL,1998,2022-12-30,2022-12-31
GLOB,1999,2022-12-30,2022-12-31
GLVA,739,2022-12-30,2022-12-31
GMFI,1312,2022-12-30,2022-12-31
GMTD,1999,2022-12-30,2022-12-31
GOLD,1999,2022-12-30,2022-12-31
GOOD,1052,2022-12-30,2022-12-31
GPRA,1998,2022-12-30,2022-12-31
GPSO,329,2022-12-30,2022-12-31
GSMF,1999,2022-12-30,2022-12-31
GTBO,1999,2022-12-30,2022-12-31
GTSI,327,2022-12-30,2022-12-31
GWSA,1998,2022-12-30,2022-12-31
GZCO,1998,2022-12-30,2022-12-31
HADE,1999,2022-12-30,2022-12-31
HAIS,332,2022-12-30,2022-12-31
HDFA,1999,2022-12-30,2022-12-31
HDIT,855,2022-12-30,2022-12-31
HEAL,1156,2022-12-30,2022-12-31
HELI,1191,2022-12-30,2022-12-31
HERO,1998,2022-12-30,2022-12-31
HEXA,1998,2022-12-30,2022-12-31
HITS,1999,2022-12-30,2022-12-31
HMSP,1999,2022-12-30,2022-12-31
HOKI,1384,2022-12-30,2022-12-31
HOMI,567,2022-12-30,2022-12-31
HOPE,399,2022-12-30,2022-12-31
HRME,919,2022-12-30,2022-12-31
HRTA,1390,2022-12-30,2022-12-31
HRUM,1999,2022-12-30,2022-12-31
IATA,1999,2022-12-30,2022-12-31
IBFN,1990,2022-12-30,2022-12-31
IBST,1999,2022-12-30,2022-12-31
ICBP,1998,2022-12-30,2022-12-31
ICON,1998,2022-12-30,2022-12-31
IDEA,326,2022-12-30,2022-12-31
IDPR,1758,2022-12-30,2022-12-31
IFII,748,2022-12-30,2022-12-31
IFSH,751,2022-12-30,2022-12-31
IGAR,1998,2022-12-30,2022-12-31
IKAI,1998,2022-12-30,2022-12-31
IKAN,706,2022-12-30,2022-12-31
IKBI,1999,2022-12-30,2022-12-31
IMAS,1999,2022-12-30,2022-12-31
IMJS,1991,2022-12-30,2022-12-31
IMPC,1991,2022-12-30,2022-12-31
INAF,1998,2022-12-30,2022-12-31
INAI,1998,2022-12-30,2022-12-31
INCF,1999,2022-12-30,2022-12-31
INCI,1999,2022-12-30,2022-12-31
INCO,1998,2022-12-30,2022-12-31
INDF,1999,2022-12-30,2022-12-31
INDO,728,2022-12-30,2022-12-31
INDR,1999,2022-12-30,2022-12-31
INDS,1999,2022-12-30,2022-12-31
INDX,1999,2022-12-30,2022-12-31
INDY,1999,2022-12-30,2022-12-31
INKP,1998,2022-12-30,2022-12-31
INOV,857,2022-12-30,2022-12-31
INPC,1998,2022-12-30,2022-12-31
INPP,1999,2022-12-30,2022-12-31
INPS,1184,2022-12-30,2022-12-31
INRU,1999,2022-12-30,2022-12-31
INTA,1998,2022-12-30,2022-12-31
INTD,1999,2022-12-30,2022-12-31
INTP,1998,2022-12-30,2022-12-31
IPAC,374,2022-12-30,2022-12-31
IPCC,1118,2022-12-30,2022-12-31
IPCM,1259,2022-12-30,2022-12-31
IPOL,1999,2022-12-30,2022-12-31
IPTV,859,2022-12-30,2022-12-31
IRRA,788,2022-12-30,2022-12-31
ISAT,1999,2022-12-30,2022-12-31
ISSP,1997,2022-12-30,2022-12-31
ITIC,861,2022-12-30,2022-12-31
ITMA,1999,2022-12-30,2022-12-31
ITMG,1999,2022-12-30,2022-12-31
JAST,896,2022-12-30,2022-12-31
JAWA,1998,2022-12-30,2022-12-31
JAYA,956,2022-12-30,2022-12-31
JECC,1999,2022-12-30,2022-12-31
JGLE,1629,2022-12-30,2022-12-31
JIHD,1999,2022-12-30,2022-12-31
JKON,1999,2022-12-30,2022-12-31
JMAS,1263,2022-12-30,2022-12-31
JPFA,1999,2022-12-30,2022-12-31
JRPT,1999,2022-12-30,2022-12-31
JSMR,1998,2022-12-30,2022-12-31
JSPT,1999,2022-12-30,2022-12-31
JTPE,1999,2022-12-30,2022-12-31
KAEF,1998,2022-12-30,2022-12-31
KARW,1999,2022-12-30,2022-12-31
KAYU,861,2022-12-30,2022-12-31
KBAG,667,2022-12-30,2022-12-31
KBLI,1999,2022-12-30,2022-12-31
KBLM,1998,2022-12-30,2022-12-31
KBLV,1998,2022-12-30,2022-12-31
KDSI,1999,2022-12-30,2022-12-31
KEEN,819,2022-12-30,2022-12-31
KEJU,759,2022-12-30,2022-12-31
KIAS,1999,2022-12-30,2022-12-31
KICI,1999,2022-12-30,2022-12-31
KIJA,1999,2022-12-30,2022-12-31
KINO,1757,2022-12-30,2022-12-31
KIOS,1316,2022-12-30,2022-12-31
KJEN,864,2022-12-30,2022-12-31
KKGI,1999,2022-12-30,2022-12-31
KLBF,1999,2022-12-30,2022-12-31
KMDS,570,2022-12-30,2022-12-31
KMTR,1392,2022-12-30,2022-12-31
KOBX,1997,2022-12-30,2022-12-31
KOIN,1998,2022-12-30,2022-12-31
KONI,1999,2022-12-30,2022-12-31
KOPI,1990,2022-12-30,2022-12-31
KOTA,858,2022-12-30,2022-12-31
KPIG,1998,2022-12-30,2022-12-31
KRAS,1998,2022-12-30,2022-12-31
KREN,1999,2022-12-30,2022-12-31
KUAS,295,2022-12-30,2022-12-31
LABA,388,2022-12-30,2022-12-31
LAND,1085,2022-12-30,2022-12-31
LAPD,1998,2022-12-30,2022-12-31
LCKM,1242,2022-12-30,2022-12-31
LEAD,1990,2022-12-30,2022-12-31
LFLO,429,2022-12-30,2022-12-31
LIFE,858,2022-12-30,2022-12-31
LINK,1990,2022-12-30,2022-12-31
LION,1999,2022-12-30,2022-12-31
LMPI,1999,2022-12-30,2022-12-31
LMSH,1999,2022-12-30,2022-12-31
LPCK,1999,2022-12-30,2022-12-31
LPGI,1999,2022-12-30,2022-12-31
LPIN,1998,2022-12-30,2022-12-31
LPKR,1999,2022-12-30,2022-12-31
LPLI,1999,2022-12-30,2022-12-31
LPPF,1998,2022-12-30,2022-12-31
LPPS,1999,2022-12-30,2022-12-31
LRNA,1990,2022-12-30,2022-12-31
LSIP,1998,2022-12-30,2022-12-31
LTLS,1999,2022-12-30,2022-12-31
LUCK,1016,2022-12-30,2022-12-31
LUCY,409,2022-12-30,2022-12-31
MAIN,1999,2022-12-30,2022-12-31
MAPA,1121,2022-12-30,2022-12-31
MAPB,1390,2022-12-30,2022-12-31
MAPI,1998,2022-12-30,2022-12-31
MARI,1718,2022-12-30,2022-12-31
MARK,1375,2022-12-30,2022-12-31
MASB,374,2022-12-30,2022-12-31
MAYA,1999,2022-12-30,2022-12-31
MBAP,1990,2022-12-30,2022-12-31
MBSS,1998,2022-12-30,2022-12-31
MBTO,1998,2022-12-30,2022-12-31
MCAS,1296,2022-12-30,2022-12-31
MCOL,328,2022-12-30,2022-12-31
MCOR,1999,2022-12-30,2022-12-31
MDIA,1990,2022-12-30,2022-12-31
MDKA,1876,2022-12-30,2022-12-31
MDKI,1323,2022-12-30,2022-12-31
MDLN,1998,2022-12-30,2022-12-31
MDRN,1999,2022-12-30,2022-12-31
MEDC,1999,2022-12-30,2022-12-31
MEGA,1999,2022-12-30,2022-12-31
MERK,1999,2022-12-30,2022-12-31
META,1998,2022-12-30,2022-12-31
MFMI,1998,2022-12-30,2022-12-31
MGLV,390,2022-12-30,2022-12-31
MGNA,1992,2022-12-30,2022-12-31
MGRO,1115,2022-12-30,2022-12-31
MICE,1998,2022-12-30,2022-12-31
MIDI,1999,2022-12-30,2022-12-31
MIKA,1934,2022-12-30,2022-12-31
MINA,1425,2022-12-30,2022-12-31
MIRA,1998,2022-12-30,2022-12-31
MITI,1999,2022-12-30,2022-12-31
MKNT,1791,2022-12-30,2022-12-31
MKPI,1999,2022-12-30,2022-12-31
MLBI,1999,2022-12-30,2022-12-31
MLIA,1999,2022-12-30,2022-12-31
MLPL,1999,2022-12-30,2022-12-31
MLPT,1991,2022-12-30,2022-12-31
MMLP,1880,2022-12-30,2022-12-31
MNCN,1998,2022-12-30,2022-12-31
MOLI,1080,2022-12-30,2022-12-31
MPMX,1997,2022-12-30,2022-12-31
MPOW,1380,2022-12-30,2022-12-31
MPPA,1999,2022-12-30,2022-12-31
MPRO,1051,2022-12-30,2022-12-31
MRAT,1999,2022-12-30,2022-12-31
MREI,1999,2022-12-30,2022-12-31
MSIN,1139,2022-12-30,2022-12-31
MSKY,1998,2022-12-30,2022-12-31
MTDL,1999,2022-12-30,2022-12-31
MTFN,1999,2022-12-30,2022-12-31
MTLA,1998,2022-12-30,2022-12-31
MTPS,921,2022-12-30,2022-12-31
MTSM,1999,2022-12-30,2022-12-31
MTWI,1312,2022-12-30,2022-12-31
MYOH,1998,2022-12-30,2022-12-31
MYOR,1999,2022-12-30,2022-12-31
MYTX,1999,2022-12-30,2022-12-31
NASA,1359,2022-12-30,2022-12-31
NATO,979,2022-12-30,2022-12-31
NELY,1998,2022-12-30,2022-12-31
NFCX,1115,2022-12-30,2022-12-31
NICK,1165,2022-12-30,2022-12-31
NICL,367,2022-12-30,2022-12-31
NIKL,1998,2022-12-30,2022-12-31
NIRO,1998,2022-12-30,2022-12-31
NISP,1999,2022-12-30,2022-12-31
NOBU,1998,2022-12-30,2022-12-31
NPGF,424,2022-12-30,2022-12-31
NRCA,1997,2022-12-30,2022-12-31
NZIA,802,2022-12-30,2022-12-31
OASA,1623,2022-12-30,2022-12-31
OILS,329,2022-12-30,2022-12-31
OKAS,1998,2022-12-30,2022-12-31
OMRE,1999,2022-12-30,2022-12-31
OPMS,804,2022-12-30,2022-12-31
PADI,1998,2022-12-30,2022-12-31
PALM,1999,2022-12-30,2022-12-31
PAMG,860,2022-12-30,2022-12-31
PANI,1068,2022-12-30,2022-12-31
PANR,1999,2022-12-30,2022-12-31
PANS,1998,2022-12-30,2022-12-31
PBID,1267,2022-12-30,2022-12-31
PBRX,1999,2022-12-30,2022-12-31
PBSA,1573,2022-12-30,2022-12-31
PCAR,1254,2022-12-30,2022-12-31
PDES,1999,2022-12-30,2022-12-31
PEGE,1998,2022-12-30,2022-12-31
PEHA,996,2022-12-30,2022-12-31
PGAS,1998,2022-12-30,2022-12-31
PGJO,723,2022-12-30,2022-12-31
PGLI,1998,2022-12-30,2022-12-31
PGUN,610,2022-12-30,2022-12-31
PICO,1999,2022-12-30,2022-12-31
PJAA,1999,2022-12-30,2022-12-31
PKPK,1999,2022-12-30,2022-12-31
PLAN,564,2022-12-30,2022-12-31
PLIN,1999,2022-12-30,2022-12-31
PMJS,742,2022-12-30,2022-12-31
PMMP,500,2022-12-30,2022-12-31
PNBN,1999,2022-12-30,2022-12-31
PNBS,1998,2022-12-30,2022-12-31
PNGO,575,2022-12-30,2022-12-31
PNIN,1998,2022-12-30,2022-12-31
PNLF,1999,2022-12-30,2022-12-31
PNSE,1999,2022-12-30,2022-12-31
POLA,1024,2022-12-30,2022-12-31
POLI,985,2022-12-30,2022-12-31
POLL,1116,2022-12-30,2022-12-31
POLU,867,2022-12-30,2022-12-31
POLY,1999,2022-12-30,2022-12-31
PORT,1454,2022-12-30,2022-12-31
POWR,1641,2022-12-30,2022-12-31
PPGL,601,2022-12-30,2022-12-31
PPRE,1280,2022-12-30,2022-12-31
PPRO,1904,2022-12-30,2022-12-31
PRDA,1520,2022-12-30,2022-12-31
PRIM,1155,2022-12-30,2022-12-31
PSAB,1998,2022-12-30,2022-12-31
PSDN,1999,2022-12-30,2022-12-31
PSGO,759,2022-12-30,2022-12-31
PSKT,1999,2022-12-30,2022-12-31
PSSI,1272,2022-12-30,2022-12-31
PTBA,1998,2022-12-30,2022-12-31
PTDU,507,2022-12-30,2022-12-31
PTIS,1999,2022-12-30,2022-12-31
PTPP,1998,2022-12-30,2022-12-31
PTPW,709,2022-12-30,2022-12-31
PTRO,1999,2022-12-30,2022-12-31
PTSN,1999,2022-12-30,2022-12-31
PTSP,1999,2022-12-30,2022-12-31
PUDP,1999,2022-12-30,2022-12-31
PURA,716,2022-12-30,2022-12-31
PURI,569,2022-12-30,2022-12-31
PWON,1998,2022-12-30,2022-12-31
PYFA,1998,2022-12-30,2022-12-31
PZZA,1151,2022-12-30,2022-12-31
RAJA,1999,2022-12-30,2022-12-31
RALS,1999,2022-12-30,2022-12-31
RANC,1998,2022-12-30,2022-12-31
RBMS,1998,2022-12-30,2022-12-31
RDTX,1999,2022-12-30,2022-12-31
REAL,750,2022-12-30,2022-12-31
RELI,1999,2022-12-30,2022-12-31
RICY,1998,2022-12-30,2022-12-31
RIGS,1998,2022-12-30,2022-12-31
RISE,1119,2022-12-30,2022-12-31
ROCK,567,2022-12-30,2022-12-31
RODA,1998,2022-12-30,2022-12-31
RONY,666,2022-12-30,2022-12-31
ROTI,1998,2022-12-30,2022-12-31
RSGK,327,2022-12-30,2022-12-31
RUIS,1999,2022-12-30,2022-12-31
RUNS,327,2022-12-30,2022-12-31
SAFE,1999,2022-12-30,2022-12-31
SAME,1999,2022-12-30,2022-12-31
SAMF,673,2022-12-30,2022-12-31
SAPX,1057,2022-12-30,2022-12-31
SATU,1034,2022-12-30,2022-12-31
SBAT,667,2022-12-30,2022-12-31
SBMA,327,2022-12-30,2022-12-31
SCCO,1999,2022-12-30,2022-12-31
SCMA,1999,2022-12-30,2022-12-31
SCNP,570,2022-12-30,2022-12-31
SDMU,1999,2022-12-30,2022-12-31
SDPC,1998,2022-12-30,2022-12-31
SDRA,1999,2022-12-30,2022-12-31
SFAN,871,2022-12-30,2022-12-31
SGER,587,2022-12-30,2022-12-31
SGRO,1998,2022-12-30,2022-12-31
SHID,1999,2022-12-30,2022-12-31
SHIP,1639,2022-12-30,2022-12-31
SIDO,1991,2022-12-30,2022-12-31
SILO,1991,2022-12-30,2022-12-31
SIMP,1998,2022-12-30,2022-12-31
SINI,770,2022-12-30,2022-12-31
SIPD,1999,2022-12-30,2022-12-31
SKBM,1998,2022-12-30,2022-12-31
SKLT,1999,2022-12-30,2022-12-31
SKRN,1051,2022-12-30,2022-12-31
SLIS,794,2022-12-30,2022-12-31
SMAR,1999,2022-12-30,2022-12-31
SMBR,1990,2022-12-30,2022-12-31
SMCB,1999,2022-12-30,2022-12-31
SMDM,1999,2022-12-30,2022-12-31
SMDR,1999,2022-12-30,2022-12-31
SMGR,1999,2022-12-30,2022-12-31
SMKL,856,2022-12-30,2022-12-31
SMMA,1999,2022-12-30,2022-12-31
SMMT,1999,2022-12-30,2022-12-31
SMRA,1999,2022-12-30,2022-12-31
SMSM,1999,2022-12-30,2022-12-31
SNLK,435,2022-12-30,2022-12-31
SOCI,1990,2022-12-30,2022-12-31
SOFA,610,2022-12-30,2022-12-31
SOHO,569,2022-12-30,2022-12-31
SONA,1999,2022-12-30,2022-12-31
SOSS,1032,2022-12-30,2022-12-31
SOTS,1007,2022-12-30,2022-12-31
SPMA,1999,2022-12-30,2022-12-31
SPTO,1158,2022-12-30,2022-12-31
SQMI,1998,2022-12-30,2022-12-31
SRAJ,1999,2022-12-30,2022-12-31
SRSN,1999,2022-12-30,2022-12-31
SRTG,1998,2022-12-30,2022-12-31
SSIA,1998,2022-12-30,2022-12-31
SSMS,1990,2022-12-30,2022-12-31
SSTM,1999,2022-12-30,2022-12-31
STAR,1999,2022-12-30,2022-12-31
STTP,1999,2022-12-30,2022-12-31
SULI,1998,2022-12-30,2022-12-31
SUPR,1999,2022-12-30,2022-12-31
SURE,1055,2022-12-30,2022-12-31
SWAT,1131,2022-12-30,2022-12-31
TALF,1990,2022-12-30,2022-12-31
TAMA,708,2022-12-30,2022-12-31
TAMU,1420,2022-12-30,2022-12-31
TAPG,426,2022-12-30,2022-12-31
TARA,1999,2022-12-30,2022-12-31
TAXI,1998,2022-12-30,2022-12-31
TBIG,1999,2022-12-30,2022-12-31
TBLA,1999,2022-12-30,2022-12-31
TBMS,1999,2022-12-30,2022-12-31
TCID,1999,2022-12-30,2022-12-31
TCPI,1119,2022-12-30,2022-12-31
TEBE,764,2022-12-30,2022-12-31
TELE,1998,2022-12-30,2022-12-31
TFAS,808,2022-12-30,2022-12-31
TFCO,1999,2022-12-30,2022-12-31
TGKA,1999,2022-12-30,2022-12-31
TGRA,1417,2022-12-30,2022-12-31
TIFA,1999,2022-12-30,2022-12-31
TINS,1998,2022-12-30,2022-12-31
TIRA,1999,2022-12-30,2022-12-31
TIRT,1998,2022-12-30,2022-12-31
TKIM,1998,2022-12-30,2022-12-31
TLKM,1998,2022-12-30,2022-12-31
TMAS,1999,2022-12-30,2022-12-31
TMPO,1998,2022-12-30,2022-12-31
TNCA,1126,2022-12-30,2022-12-31
TOBA,1998,2022-12-30,2022-12-31
TOPS,1393,2022-12-30,2022-12-31
TOTL,1998,2022-12-30,2022-12-31
TOTO,1999,2022-12-30,2022-12-31
TOWR,1998,2022-12-30,2022-12-31
