ticker,observations,last_observation,train_end
RISE,1358,2023-12-29,2023-12-31
RMKE,503,2023-12-29,2023-12-31
ROCK,806,2023-12-29,2023-12-31
RODA,2237,2023-12-29,2023-12-31
RONY,905,2023-12-29,2023-12-31
ROTI,2237,2023-12-29,2023-12-31
RSGK,566,2023-12-29,2023-12-31
RUIS,2238,2023-12-29,2023-12-31
RUNS,566,2023-12-29,2023-12-31
SAFE,2238,2023-12-29,2023-12-31
SAME,2238,2023-12-29,2023-12-31
SAMF,912,2023-12-29,2023-12-31
SAPX,1296,2023-12-29,2023-12-31
SATU,1273,2023-12-29,2023-12-31
SBAT,906,2023-12-29,2023-12-31
SBMA,566,2023-12-29,2023-12-31
SCCO,2238,2023-12-29,2023-12-31
SCMA,2238,2023-12-29,2023-12-31
SCNP,809,2023-12-29,2023-12-31
SDMU,2238,2023-12-29,2023-12-31
SDPC,2237,2023-12-29,2023-12-31
SDRA,2238,2023-12-29,2023-12-31
SEMA,480,2023-12-29,2023-12-31
SFAN,1110,2023-12-29,2023-12-31
SGER,826,2023-12-29,2023-12-31
SGRO,2237,2023-12-29,2023-12-31
SHID,2238,2023-12-29,2023-12-31
SHIP,1878,2023-12-29,2023-12-31
SICO,419,2023-12-29,2023-12-31
SIDO,2230,2023-12-29,2023-12-31
SILO,2230,2023-12-29,2023-12-31
SIMP,2237,2023-12-29,2023-12-31
SINI,1009,2023-12-29,2023-12-31
SIPD,2238,2023-12-29,2023-12-31
SKBM,2237,2023-12-29,2023-12-31
SKLT,2238,2023-12-29,2023-12-31
SKRN,1290,2023-12-29,2023-12-31
SLIS,1033,2023-12-29,2023-12-31
SMAR,2238,2023-12-29,2023-12-31
SMBR,2229,2023-12-29,2023-12-31
SMCB,2238,2023-12-29,2023-12-31
SMDM,2238,2023-12-29,2023-12-31
SMDR,2238,2023-12-29,2023-12-31
SMGR,2238,2023-12-29,2023-12-31
SMKL,1095,2023-12-29,2023-12-31
SMKM,441,2023-12-29,2023-12-31
SMMA,2238,2023-12-29,2023-12-31
SMMT,2238,2023-12-29,2023-12-31
SMRA,2238,2023-12-29,2023-12-31
SMSM,2238,2023-12-29,2023-12-31
SNLK,674,2023-12-29,2023-12-31
SOCI,2229,2023-12-29,2023-12-31
SOFA,849,2023-12-29,2023-12-31
SOHO,808,2023-12-29,2023-12-31
SONA,2238,2023-12-29,2023-12-31
SOSS,1271,2023-12-29,2023-12-31
SOTS,1246,2023-12-29,2023-12-31
SPMA,2238,2023-12-29,2023-12-31
SPTO,1397,2023-12-29,2023-12-31
SQMI,2237,2023-12-29,2023-12-31
SRAJ,2238,2023-12-29,2023-12-31
SRSN,2238,2023-12-29,2023-12-31
SRTG,2237,2023-12-29,2023-12-31
SSIA,2237,2023-12-29,2023-12-31
SSMS,2229,2023-12-29,2023-12-31
SSTM,2238,2023-12-29,2023-12-31
STAA,440,2023-12-29,2023-12-31
STAR,2238,2023-12-29,2023-12-31
STTP,2238,2023-12-29,2023-12-31
SULI,2237,2023-12-29,2023-12-31
SUPR,2238,2023-12-29,2023-12-31
SURE,1294,2023-12-29,2023-12-31
SWAT,1370,2023-12-29,2023-12-31
SWID,365,2023-12-29,2023-12-31
TALF,2229,2023-12-29,2023-12-31
TAMA,947,2023-12-29,2023-12-31
TAMU,1659,2023-12-29,2023-12-31
TAPG,665,2023-12-29,2023-12-31
TARA,2238,2023-12-29,2023-12-31
TAXI,2237,2023-12-29,2023-12-31
TAYS,504,2023-12-29,2023-12-31
TBIG,2238,2023-12-29,2023-12-31
TBLA,2238,2023-12-29,2023-12-31
TBMS,2238,2023-12-29,2023-12-31
TCID,2238,2023-12-29,2023-12-31
TCPI,1358,2023-12-29,2023-12-31
TEBE,1003,2023-12-29,2023-12-31
TELE,2237,2023-12-29,2023-12-31
TFAS,1047,2023-12-29,2023-12-31
TFCO,2238,2023-12-29,2023-12-31
TGKA,2238,2023-12-29,2023-12-31
TGRA,1656,2023-12-29,2023-12-31
TIFA,2238,2023-12-29,2023-12-31
TINS,2237,2023-12-29,2023-12-31
TIRA,2238,2023-12-29,2023-12-31
TIRT,2237,2023-12-29,2023-12-31
TKIM,2237,2023-12-29,2023-12-31
TLDN,417,2023-12-29,2023-12-31
TLKM,2237,2023-12-29,2023-12-31
TMAS,2238,2023-12-29,2023-12-31
TMPO,2237,2023-12-29,2023-12-31
TNCA,1365,2023-12-29,2023-12-31
TOBA,2237,2023-12-29,2023-12-31
TOOL,342,2023-12-29,2023-12-31
TOPS,1632,2023-12-29,2023-12-31
TOTL,2237,2023-12-29,2023-12-31
TOTO,2238,2023-12-29,2023-12-31
TOWR,2237,2023-12-29,2023-12-31
TOYS,828,2023-12-29,2023-12-31
TPIA,2238,2023-12-29,2023-12-31
TPMA,2237,2023-12-29,2023-12-31
TRGU,364,2023-12-29,2023-12-31
TRIM,2237,2023-12-29,2023-12-31
TRIN,965,2023-12-29,2023-12-31
TRIS,2238,2023-12-29,2023-12-31
TRJA,816,2023-12-29,2023-12-31
TRST,2238,2023-12-29,2023-12-31
TRUE,627,2023-12-29,2023-12-31
TRUK,1389,2023-12-29,2023-12-31
TRUS,2238,2023-12-29,2023-12-31
TSPC,2238,2023-12-29,2023-12-31
TUGU,1388,2023-12-29,2023-12-31
UANG,850,2023-12-29,2023-12-31
UCID,979,2023-12-29,2023-12-31
UFOE,712,2023-12-29,2023-12-31
ULTJ,2237,2023-12-29,2023-12-31
UNIC,2238,2023-12-29,2023-12-31
UNIQ,688,2023-12-29,2023-12-31
UNSP,2238,2023-12-29,2023-12-31
UNTR,2237,2023-12-29,2023-12-31
UNVR,2238,2023-12-29,2023-12-31
URBN,1247,2023-12-29,2023-12-31
UVCR,595,2023-12-29,2023-12-31
VICI,740,2023-12-29,2023-12-31
VICO,2238,2023-12-29,2023-12-31
VINS,2049,2023-12-29,2023-12-31
VIVA,2237,2023-12-29,2023-12-31
VOKS,2237,2023-12-29,2023-12-31
VRNA,2238,2023-12-29,2023-12-31
WAPO,2238,2023-12-29,2023-12-31
WEGE,1514,2023-12-29,2023-12-31
WEHA,2238,2023-12-29,2023-12-31
WGSH,504,2023-12-29,2023-12-31
WICO,2238,2023-12-29,2023-12-31
WIFI,733,2023-12-29,2023-12-31
WIIM,2237,2023-12-29,2023-12-31
WIKA,2237,2023-12-29,2023-12-31
WINR,409,2023-12-29,2023-12-31
WINS,2238,2023-12-29,2023-12-31
WIRG,423,2023-12-29,2023-12-31
WMPP,504,2023-12-29,2023-12-31
WMUU,711,2023-12-29,2023-12-31
WOMF,2238,2023-12-29,2023-12-31
WOOD,1629,2023-12-29,2023-12-31
WOWS,1009,2023-12-29,2023-12-31
WSBP,1817,2023-12-29,2023-12-31
WTON,2229,2023-12-29,2023-12-31
YELO,1278,2023-12-29,2023-12-31
YPAS,2237,2023-12-29,2023-12-31
YULE,2237,2023-12-29,2023-12-31
ZBRA,2238,2023-12-29,2023-12-31
ZINC,1547,2023-12-29,2023-12-31
ZONE,1244,2023-12-29,2023-12-31
ZYRX,673,2023-12-29,2023-12-31
AALI,2475,2024-12-30,2024-12-31
ABBA,2475,2024-12-30,2024-12-31
ABDA,2475,2024-12-30,2024-12-31
ABMM,2475,2024-12-30,2024-12-31
ACES,2474,2024-12-30,2024-12-31
ACST,2475,2024-12-30,2024-12-31
ADCP,686,2024-12-30,2024-12-31
ADES,2475,2024-12-30,2024-12-31
ADHI,2475,2024-12-30,2024-12-31
ADMF,2475,2024-12-30,2024-12-31
ADMG,2475,2024-12-30,2024-12-31
ADMR,722,2024-12-30,2024-12-31
ADRO,2474,2024-12-30,2024-12-31
AEGS,314,2024-12-30,2024-12-31
AGAR,1230,2024-12-30,2024-12-31
AGII,2048,2024-12-30,2024-12-31
AGRO,2475,2024-12-30,2024-12-31
AGRS,2467,2024-12-30,2024-12-31
AHAP,2475,2024-12-30,2024-12-31
AIMS,2475,2024-12-30,2024-12-31
AISA,2475,2024-12-30,2024-12-31
AKKU,2475,2024-12-30,2024-12-31
AKPI,2475,2024-12-30,2024-12-31
AKRA,2475,2024-12-30,2024-12-31
AKSI,2475,2024-12-30,2024-12-31
ALDO,2475,2024-12-30,2024-12-31
ALKA,2475,2024-12-30,2024-12-31
ALMI,2475,2024-12-30,2024-12-31
ALTO,2474,2024-12-30,2024-12-31
AMAG,2474,2024-12-30,2024-12-31
AMAN,1160,2024-12-30,2024-12-31
AMAR,1206,2024-12-30,2024-12-31
AMFG,2475,2024-12-30,2024-12-31
AMIN,2234,2024-12-30,2024-12-31
AMMN,358,2024-12-30,2024-12-31
AMMS,582,2024-12-30,2024-12-31
AMOR,979,2024-12-30,2024-12-31
AMRT,2475,2024-12-30,2024-12-31
ANDI,1565,2024-12-30,2024-12-31
ANJT,2466,2024-12-30,2024-12-31
ANTM,2475,2024-12-30,2024-12-31
APEX,2475,2024-12-30,2024-12-31
APIC,2475,2024-12-30,2024-12-31
APII,2468,2024-12-30,2024-12-31
APLI,2475,2024-12-30,2024-12-31
APLN,2475,2024-12-30,2024-12-31
ARCI,852,2024-12-30,2024-12-31
ARGO,2475,2024-12-30,2024-12-31
ARII,2474,2024-12-30,2024-12-31
ARKA,1333,2024-12-30,2024-12-31
ARKO,601,2024-12-30,2024-12-31
ARNA,2474,2024-12-30,2024-12-31
ARTA,2474,2024-12-30,2024-12-31
ARTI,2474,2024-12-30,2024-12-31
ARTO,2216,2024-12-30,2024-12-31
ASBI,2475,2024-12-30,2024-12-31
ASDM,2475,2024-12-30,2024-12-31
ASGR,2474,2024-12-30,2024-12-31
ASHA,630,2024-12-30,2024-12-31
ASII,2474,2024-12-30,2024-12-31
ASJT,2475,2024-12-30,2024-12-31
ASLC,706,2024-12-30,2024-12-31
ASMI,2466,2024-12-30,2024-12-31
ASPI,1179,2024-12-30,2024-12-31
ASRI,2475,2024-12-30,2024-12-31
ASRM,2475,2024-12-30,2024-12-31
ASSA,2474,2024-12-30,2024-12-31
ATAP,981,2024-12-30,2024-12-31
ATIC,2339,2024-12-30,2024-12-31
AUTO,2474,2024-12-30,2024-12-31
AVIA,739,2024-12-30,2024-12-31
AWAN,404,2024-12-30,2024-12-31
AXIO,593,2024-12-30,2024-12-31
AYLS,1182,2024-12-30,2024-12-31
BABP,2475,2024-12-30,2024-12-31
BABY,316,2024-12-30,2024-12-31
BACA,2475,2024-12-30,2024-12-31
BAJA,2474,2024-12-30,2024-12-31
BALI,2466,2024-12-30,2024-12-31
BANK,949,2024-12-30,2024-12-31
BAPA,2474,2024-12-30,2024-12-31
BAPI,1285,2024-12-30,2024-12-31
BATA,2475,2024-12-30,2024-12-31
BAUT,703,2024-12-30,2024-12-31
BAYU,2474,2024-12-30,2024-12-31
BBCA,2475,2024-12-30,2024-12-31
BBHI,2318,2024-12-30,2024-12-31
BBKP,2475,2024-12-30,2024-12-31
BBLD,2475,2024-12-30,2024-12-31
BBMD,2467,2024-12-30,2024-12-31
BBNI,2475,2024-12-30,2024-12-31
BBRI,2475,2024-12-30,2024-12-31
BBRM,2474,2024-12-30,2024-12-31
BBSI,1046,2024-12-30,2024-12-31
BBSS,1139,2024-12-30,2024-12-31
BBTN,2475,2024-12-30,2024-12-31
BBYB,2468,2024-12-30,2024-12-31
BCAP,2475,2024-12-30,2024-12-31
BCIC,2475,2024-12-30,2024-12-31
BCIP,2474,2024-12-30,2024-12-31
BDKR,433,2024-12-30,2024-12-31
BDMN,2475,2024-12-30,2024-12-31
BEBS,923,2024-12-30,2024-12-31
BEEF,1462,2024-12-30,2024-12-31
BEER,472,2024-12-30,2024-12-31
BEKS,2475,2024-12-30,2024-12-31
BELI,515,2024-12-30,2024-12-31
BELL,1793,2024-12-30,2024-12-31
BESS,1164,2024-12-30,2024-12-31
BEST,2466,2024-12-30,2024-12-31
BFIN,2475,2024-12-30,2024-12-31
BGTG,2141,2024-12-30,2024-12-31
BHAT,1139,2024-12-30,2024-12-31
BHIT,2475,2024-12-30,2024-12-31
BIKA,2334,2024-12-30,2024-12-31
BIKE,670,2024-12-30,2024-12-31
BIMA,2475,2024-12-30,2024-12-31
BINA,2475,2024-12-30,2024-12-31
BINO,748,2024-12-30,2024-12-31
BIPI,2475,2024-12-30,2024-12-31
BIPP,2474,2024-12-30,2024-12-31
BIRD,2466,2024-12-30,2024-12-31
BISI,2475,2024-12-30,2024-12-31
BJBR,2475,2024-12-30,2024-12-31
BJTM,2474,2024-12-30,2024-12-31
BKDP,2474,2024-12-30,2024-12-31
BKSL,2475,2024-12-30,2024-12-31
BKSW,2475,2024-12-30,2024-12-31
BLTA,2475,2024-12-30,2024-12-31
BLTZ,2467,2024-12-30,2024-12-31
BLUE,1335,2024-12-30,2024-12-31
BMAS,2474,2024-12-30,2024-12-31
BMBL,469,2024-12-30,2024-12-31
BMHS,846,2024-12-30,2024-12-31
BMRI,2475,2024-12-30,2024-12-31
BMSR,2475,2024-12-30,2024-12-31
BMTR,2474,2024-12-30,2024-12-31
BNBA,2475,2024-12-30,2024-12-31
BNBR,2475,2024-12-30,2024-12-31
BNGA,2474,2024-12-30,2024-12-31
BNII,2474,2024-12-30,2024-12-31
BNLI,2475,2024-12-30,2024-12-31
BOBA,766,2024-12-30,2024-12-31
BOGA,1990,2024-12-30,2024-12-31
BOLA,1349,2024-12-30,2024-12-31
BOLT,2339,2024-12-30,2024-12-31
BOSS,1696,2024-12-30,2024-12-31
BPFI,2475,2024-12-30,2024-12-31
BPII,2467,2024-12-30,2024-12-31
BPTR,1595,2024-12-30,2024-12-31
BRAM,2475,2024-12-30,2024-12-31
BREN,295,2024-12-30,2024-12-31
BRIS,1637,2024-12-30,2024-12-31
BRMS,2475,2024-12-30,2024-12-31
BRNA,2475,2024-12-30,2024-12-31
BRPT,2475,2024-12-30,2024-12-31
BSBK,515,2024-12-30,2024-12-31
BSDE,2474,2024-12-30,2024-12-31
BSIM,2474,2024-12-30,2024-12-31
BSML,733,2024-12-30,2024-12-31
BSSR,2473,2024-12-30,2024-12-31
BSWD,2475,2024-12-30,2024-12-31
BTEK,2474,2024-12-30,2024-12-31
BTON,2474,2024-12-30,2024-12-31
BTPN,2474,2024-12-30,2024-12-31
BTPS,1637,2024-12-30,2024-12-31
BUAH,579,2024-12-30,2024-12-31
BUDI,2474,2024-12-30,2024-12-31
BUKA,824,2024-12-30,2024-12-31
BUKK,2354,2024-12-30,2024-12-31
BULL,2475,2024-12-30,2024-12-31
BUMI,2475,2024-12-30,2024-12-31
BUVA,2474,2024-12-30,2024-12-31
BVIC,2475,2024-12-30,2024-12-31
BWPT,2474,2024-12-30,2024-12-31
BYAN,2475,2024-12-30,2024-12-31
CAKK,1512,2024-12-30,2024-12-31
CAMP,1738,2024-12-30,2024-12-31
CANI,2467,2024-12-30,2024-12-31
CARE,1160,2024-12-30,2024-12-31
CARS,1913,2024-12-30,2024-12-31
CASA,2097,2024-12-30,2024-12-31
CASH,1127,2024-12-30,2024-12-31
CASS,2475,2024-12-30,2024-12-31
CBPE,472,2024-12-30,2024-12-31
CBRE,471,2024-12-30,2024-12-31
CBUT,515,2024-12-30,2024-12-31
CCSI,1349,2024-12-30,2024-12-31
CEKA,2474,2024-12-30,2024-12-31
CENT,2474,2024-12-30,2024-12-31
CFIN,2474,2024-12-30,2024-12-31
CHEM,601,2024-12-30,2024-12-31
CHIP,450,2024-12-30,2024-12-31
CINT,2473,2024-12-30,2024-12-31
CITA,2475,2024-12-30,2024-12-31
CITY,1534,2024-12-30,2024-12-31
CLAY,1455,2024-12-30,2024-12-31
CLEO,1899,2024-12-30,2024-12-31
CLPI,2474,2024-12-30,2024-12-31
CMNP,2475,2024-12-30,2024-12-31
CMNT,803,2024-12-30,2024-12-31
CMPP,2475,2024-12-30,2024-12-31
CMRY,741,2024-12-30,2024-12-31
CNKO,2474,2024-12-30,2024-12-31
CNMA,341,2024-12-30,2024-12-31
COAL,559,2024-12-30,2024-12-31
COCO,1413,2024-12-30,2024-12-31
CPIN,2474,2024-12-30,2024-12-31
CPRO,2475,2024-12-30,2024-12-31
CRAB,578,2024-12-30,2024-12-31
CRSN,357,2024-12-30,2024-12-31
CSAP,2475,2024-12-30,2024-12-31
CSIS,1895,2024-12-30,2024-12-31
CSMI,1142,2024-12-30,2024-12-31
CSRA,1206,2024-12-30,2024-12-31
CTBN,2475,2024-12-30,2024-12-31
CTRA,2474,2024-12-30,2024-12-31
CTTH,2474,2024-12-30,2024-12-31
CUAN,430,2024-12-30,2024-12-31
CYBR,337,2024-12-30,2024-12-31
DADA,1180,2024-12-30,2024-12-31
DART,2475,2024-12-30,2024-12-31
DAYA,2108,2024-12-30,2024-12-31
DCII,967,2024-12-30,2024-12-31
DEAL,1505,2024-12-30,2024-12-31
DEFI,2475,2024-12-30,2024-12-31
DEPO,748,2024-12-30,2024-12-31
DEWA,2475,2024-12-30,2024-12-31
DEWI,595,2024-12-30,2024-12-31
DFAM,1646,2024-12-30,2024-12-31
DGIK,2474,2024-12-30,2024-12-31
DGNS,960,2024-12-30,2024-12-31
DIGI,1544,2024-12-30,2024-12-31
DILD,2474,2024-12-30,2024-12-31
DIVA,1494,2024-12-30,2024-12-31
DKFT,2475,2024-12-30,2024-12-31
DLTA,2474,2024-12-30,2024-12-31
DMAS,2365,2024-12-30,2024-12-31
DMMX,1260,2024-12-30,2024-12-31
DMND,1197,2024-12-30,2024-12-31
DNAR,2474,2024-12-30,2024-12-31
DNET,2475,2024-12-30,2024-12-31
DOID,2474,2024-12-30,2024-12-31
DOOH,396,2024-12-30,2024-12-31
DPNS,2475,2024-12-30,2024-12-31
DPUM,2236,2024-12-30,2024-12-31
DRMA,731,2024-12-30,2024-12-31
DSFI,2474,2024-12-30,2024-12-31
DSNG,2473,2024-12-30,2024-12-31
DSSA,2475,2024-12-30,2024-12-31
DUTI,2475,2024-12-30,2024-12-31
DVLA,2474,2024-12-30,2024-12-31
DWGL,1742,2024-12-30,2024-12-31
DYAN,2473,2024-12-30,2024-12-31
EAST,1334,2024-12-30,2024-12-31
ECII,2466,2024-12-30,2024-12-31
EDGE,944,2024-12-30,2024-12-31
EKAD,2475,2024-12-30,2024-12-31
ELIT,472,2024-12-30,2024-12-31
ELPI,580,2024-12-30,2024-12-31
ELSA,2474,2024-12-30,2024-12-31
ELTY,2474,2024-12-30,2024-12-31
EMDE,2474,2024-12-30,2024-12-31
EMTK,2475,2024-12-30,2024-12-31
ENAK,697,2024-12-30,2024-12-31
ENRG,2475,2024-12-30,2024-12-31
ENZO,1041,2024-12-30,2024-12-31
EPAC,1090,2024-12-30,2024-12-31
EPMT,2474,2024-12-30,2024-12-31
ERAA,2475,2024-12-30,2024-12-31
ERAL,337,2024-12-30,2024-12-31
ERTX,2475,2024-12-30,2024-12-31
ESIP,1242,2024-12-30,2024-12-31
ESSA,2474,2024-12-30,2024-12-31
ESTA,1164,2024-12-30,2024-12-31
ESTI,2475,2024-12-30,2024-12-31
ETWA,2474,2024-12-30,2024-12-31
EURO,580,2024-12-30,2024-12-31
EXCL,2475,2024-12-30,2024-12-31
FAPA,969,2024-12-30,2024-12-31
FAST,2475,2024-12-30,2024-12-31
FASW,2474,2024-12-30,2024-12-31
FILM,1573,2024-12-30,2024-12-31
FIMP,903,2024-12-30,2024-12-31
FIRE,1874,2024-12-30,2024-12-31
FISH,2475,2024-12-30,2024-12-31
FITT,1353,2024-12-30,2024-12-31
FLMC,844,2024-12-30,2024-12-31
FMII,2475,2024-12-30,2024-12-31
FOLK,338,2024-12-30,2024-12-31
FOOD,1463,2024-12-30,2024-12-31
FORU,2474,2024-12-30,2024-12-31
FPNI,2474,2024-12-30,2024-12-31
FUJI,1334,2024-12-30,2024-12-31
FUTR,437,2024-12-30,2024-12-31
FWCT,455,2024-12-30,2024-12-31
GDST,2474,2024-12-30,2024-12-31
GDYR,2474,2024-12-30,2024-12-31
GEMA,2475,2024-12-30,2024-12-31
GEMS,2475,2024-12-30,2024-12-31
GGRM,2474,2024-12-30,2024-12-31
GGRP,1282,2024-12-30,2024-12-31
GHON,1659,2024-12-30,2024-12-31
GIAA,2475,2024-12-30,2024-12-31
GJTL,2474,2024-12-30,2024-12-31
GLOB,2475,2024-12-30,2024-12-31
GLVA,1215,2024-12-30,2024-12-31
GMFI,1788,2024-12-30,2024-12-31
GMTD,2475,2024-12-30,2024-12-31
GOLD,2475,2024-12-30,2024-12-31
GOOD,1528,2024-12-30,2024-12-31
GOTO,655,2024-12-30,2024-12-31
GPRA,2474,2024-12-30,2024-12-31
GPSO,805,2024-12-30,2024-12-31
GRIA,337,2024-12-30,2024-12-31
GRPM,357,2024-12-30,2024-12-31
GSMF,2475,2024-12-30,2024-12-31
GTBO,2475,2024-12-30,2024-12-31
GTRA,416,2024-12-30,2024-12-31
GTSI,803,2024-12-30,2024-12-31
GULA,583,2024-12-30,2024-12-31
GWSA,2474,2024-12-30,2024-12-31
GZCO,2474,2024-12-30,2024-12-31
HADE,2475,2024-12-30,2024-12-31
HAIS,808,2024-12-30,2024-12-31
HAJJ,412,2024-12-30,2024-12-31
HALO,450,2024-12-30,2024-12-31
HATM,589,2024-12-30,2024-12-31
HBAT,338,2024-12-30,2024-12-31
HDFA,2475,2024-12-30,2024-12-31
HDIT,1331,2024-12-30,2024-12-31
HEAL,1632,2024-12-30,2024-12-31
HELI,1667,2024-12-30,2024-12-31
HERO,2474,2024-12-30,2024-12-31
HEXA,2474,2024-12-30,2024-12-31
HILL,435,2024-12-30,2024-12-31
HITS,2475,2024-12-30,2024-12-31
HMSP,2475,2024-12-30,2024-12-31
HOKI,1860,2024-12-30,2024-12-31
HOMI,1043,2024-12-30,2024-12-31
HOPE,875,2024-12-30,2024-12-31
HRME,1395,2024-12-30,2024-12-31
HRTA,1866,2024-12-30,2024-12-31
HRUM,2475,2024-12-30,2024-12-31
HUMI,336,2024-12-30,2024-12-31
IATA,2475,2024-12-30,2024-12-31
IBFN,2466,2024-12-30,2024-12-31
IBOS,646,2024-12-30,2024-12-31
IBST,2475,2024-12-30,2024-12-31
ICBP,2474,2024-12-30,2024-12-31
ICON,2474,2024-12-30,2024-12-31
IDEA,802,2024-12-30,2024-12-31
IDPR,2234,2024-12-30,2024-12-31
IFII,1224,2024-12-30,2024-12-31
IFSH,1227,2024-12-30,2024-12-31
IGAR,2474,2024-12-30,2024-12-31
IKAI,2474,2024-12-30,2024-12-31
IKAN,1182,2024-12-30,2024-12-31
IKBI,2475,2024-12-30,2024-12-31
IMAS,2475,2024-12-30,2024-12-31
IMJS,2467,2024-12-30,2024-12-31
IMPC,2467,2024-12-30,2024-12-31
INAF,2474,2024-12-30,2024-12-31
INAI,2474,2024-12-30,2024-12-31
INCF,2475,2024-12-30,2024-12-31
INCI,2475,2024-12-30,2024-12-31
INCO,2474,2024-12-30,2024-12-31
INDF,2475,2024-12-30,2024-12-31
INDO,1204,2024-12-30,2024-12-31
INDR,2475,2024-12-30,2024-12-31
INDS,2475,2024-12-30,2024-12-31
INDX,2475,2024-12-30,2024-12-31
INDY,2475,2024-12-30,2024-12-31
INET,348,2024-12-30,2024-12-31
INKP,2474,2024-12-30,2024-12-31
INOV,1333,2024-12-30,2024-12-31
INPC,2474,2024-12-30,2024-12-31
INPP,2475,2024-12-30,2024-12-31
INPS,1660,2024-12-30,2024-12-31
INRU,2475,2024-12-30,2024-12-31
INTA,2474,2024-12-30,2024-12-31
INTD,2475,2024-12-30,2024-12-31
INTP,2474,2024-12-30,2024-12-31
IOTF,296,2024-12-30,2024-12-31
IPAC,850,2024-12-30,2024-12-31
IPCC,1594,2024-12-30,2024-12-31
IPCM,1735,2024-12-30,2024-12-31
IPOL,2475,2024-12-30,2024-12-31
IPPE,738,2024-12-30,2024-12-31
IPTV,1335,2024-12-30,2024-12-31
IRRA,1264,2024-12-30,2024-12-31
IRSX,451,2024-12-30,2024-12-31
ISAP,492,2024-12-30,2024-12-31
ISAT,2475,2024-12-30,2024-12-31
ISSP,2473,2024-12-30,2024-12-31
ITIC,1337,2024-12-30,2024-12-31
ITMA,2475,2024-12-30,2024-12-31
ITMG,2475,2024-12-30,2024-12-31
JARR,582,2024-12-30,2024-12-31
JAST,1372,2024-12-30,2024-12-31
JATI,396,2024-12-30,2024-12-31
JAWA,2474,2024-12-30,2024-12-31
JAYA,1432,2024-12-30,2024-12-31
JECC,2475,2024-12-30,2024-12-31
JGLE,2105,2024-12-30,2024-12-31
JIHD,2475,2024-12-30,2024-12-31
JKON,2475,2024-12-30,2024-12-31
JMAS,1739,2024-12-30,2024-12-31
JPFA,2475,2024-12-30,2024-12-31
JRPT,2475,2024-12-30,2024-12-31
JSMR,2474,2024-12-30,2024-12-31
JSPT,2475,2024-12-30,2024-12-31
JTPE,2475,2024-12-30,2024-12-31
KAEF,2474,2024-12-30,2024-12-31
KARW,2475,2024-12-30,2024-12-31
KAYU,1337,2024-12-30,2024-12-31
KBAG,1143,2024-12-30,2024-12-31
KBLI,2475,2024-12-30,2024-12-31
KBLM,2474,2024-12-30,2024-12-31
KBLV,2474,2024-12-30,2024-12-31
KDSI,2475,2024-12-30,2024-12-31
KDTN,514,2024-12-30,2024-12-31
KEEN,1295,2024-12-30,2024-12-31
KEJU,1235,2024-12-30,2024-12-31
KETR,513,2024-12-30,2024-12-31
KIAS,2475,2024-12-30,2024-12-31
KICI,2475,2024-12-30,2024-12-31
KIJA,2475,2024-12-30,2024-12-31
KING,444,2024-12-30,2024-12-31
KINO,2233,2024-12-30,2024-12-31
KIOS,1792,2024-12-30,2024-12-31
KJEN,1340,2024-12-30,2024-12-31
KKES,580,2024-12-30,2024-12-31
KKGI,2475,2024-12-30,2024-12-31
KLAS,374,2024-12-30,2024-12-31
KLBF,2475,2024-12-30,2024-12-31
KLIN,579,2024-12-30,2024-12-31
KMDS,1046,2024-12-30,2024-12-31
KMTR,1868,2024-12-30,2024-12-31
KOBX,2473,2024-12-30,2024-12-31
KOCI,296,2024-12-30,2024-12-31
KOIN,2474,2024-12-30,2024-12-31
KOKA,293,2024-12-30,2024-12-31
KONI,2475,2024-12-30,2024-12-31
KOPI,2466,2024-12-30,2024-12-31
KOTA,1334,2024-12-30,2024-12-31
KPIG,2474,2024-12-30,2024-12-31
KRAS,2474,2024-12-30,2024-12-31
KREN,2475,2024-12-30,2024-12-31
KRYA,589,2024-12-30,2024-12-31
KUAS,771,2024-12-30,2024-12-31
LABA,864,2024-12-30,2024-12-31
LAJU,458,2024-12-30,2024-12-31
LAND,1561,2024-12-30,2024-12-31
LAPD,2474,2024-12-30,2024-12-31
LCKM,1718,2024-12-30,2024-12-31
LEAD,2466,2024-12-30,2024-12-31
LFLO,905,2024-12-30,2024-12-31
LIFE,1334,2024-12-30,2024-12-31
LINK,2466,2024-12-30,2024-12-31
LION,2475,2024-12-30,2024-12-31
LMAX,336,2024-12-30,2024-12-31
LMPI,2475,2024-12-30,2024-12-31
LMSH,2475,2024-12-30,2024-12-31
LOPI,293,2024-12-30,2024-12-31
LPCK,2475,2024-12-30,2024-12-31
LPGI,2475,2024-12-30,2024-12-31
LPIN,2474,2024-12-30,2024-12-31
LPKR,2475,2024-12-30,2024-12-31
LPLI,2475,2024-12-30,2024-12-31
LPPF,2474,2024-12-30,2024-12-31
LPPS,2475,2024-12-30,2024-12-31
LRNA,2466,2024-12-30,2024-12-31
LSIP,2474,2024-12-30,2024-12-31
LTLS,2475,2024-12-30,2024-12-31
LUCK,1492,2024-12-30,2024-12-31
LUCY,885,2024-12-30,2024-12-31
MAHA,347,2024-12-30,2024-12-31
MAIN,2475,2024-12-30,2024-12-31
MAPA,1597,2024-12-30,2024-12-31
MAPB,1866,2024-12-30,2024-12-31
MAPI,2474,2024-12-30,2024-12-31
MARI,2194,2024-12-30,2024-12-31
MARK,1851,2024-12-30,2024-12-31
MASB,850,2024-12-30,2024-12-31
