model,months,market_active_annualized_mean,market_ci_lower,market_ci_median,market_ci_upper,market_positive_probability,control_active_annualized_mean,control_ci_lower,control_ci_median,control_ci_upper,control_positive_probability,samples,block_length
chronos2_ft_cross_median,30,0.5314432927217675,-0.4167940678336464,0.5207436451027329,1.5717556331814906,0.853,0.21232650072559597,-0.8343631593524882,0.21810330716846493,1.2955154978752068,0.6514,5000,3
chronos2_ft_cross_lower10,30,0.278598976206694,-0.02395186662232605,0.2694567858848148,0.6383947918316535,0.9622,-0.04051781578947737,-1.1636115968085219,-0.018715926923613242,0.9269604934539932,0.489,5000,3
