model,top_k,cost_bps,period,months,strategy_total_return,benchmark_total_return,strategy_cagr,benchmark_cagr,excess_cagr,strategy_volatility,strategy_sharpe_rf0,strategy_max_drawdown,benchmark_max_drawdown,active_hit_rate,information_ratio,beta_to_benchmark,annualized_alpha_rf0,average_monthly_turnover
cap150_composite,1,25.0,validation,24,-0.8454373542372151,0.08698189041321247,-0.60685543910314,0.04258423660307309,-0.6494396757062131,0.9957394216612263,-0.3055679313494381,-0.9126876824552249,-0.08239866000360974,0.2916666666666667,-0.3551114842759348,2.1064607000379376,-0.3338748126161978,0.8333333333333334
cap150_composite,1,25.0,holdout_2024,12,0.7226127122624124,-0.013699490369203038,0.7226127122624124,-0.013699490369203038,0.7363122026316155,0.6219851913464243,1.141583894827999,-0.10827697767211653,-0.07702368625268208,0.5,1.133122270617558,-0.22125117316721435,0.9897225435783574,0.8333333333333334
cap150_composite,1,25.0,holdout_2025_2026,18,-0.8517092640999097,-0.12280852134116271,-0.7198379239631216,-0.08364672551481533,-0.6361911984483064,0.7709671568734286,-1.174302785911799,-0.864932246499479,-0.34737666250868915,0.2777777777777778,-1.2415018456466578,1.5380344226142415,-0.5712514990398601,0.7777777777777778
cap150_raw_ridge,1,25.0,validation,24,-0.7008794902613882,0.08698189041321247,-0.453080892874813,0.04258423660307309,-0.4956651294778861,0.5550619288862273,-0.8137213168683016,-0.7854913395032332,-0.08239866000360974,0.2916666666666667,-0.8707472206993333,-0.7209539606387926,-0.34725694504604165,0.9166666666666666
cap150_raw_ridge,1,25.0,holdout_2024,12,0.0020000157565192023,-0.013699490369203038,0.0020000157565192023,-0.013699490369203038,0.01569950612572224,0.44374552596531,0.22634094172170122,-0.3735244357629317,-0.07702368625268208,0.5833333333333334,0.24093056674539826,0.09853468672053532,0.10614415766489649,0.75
cap150_raw_ridge,1,25.0,holdout_2025_2026,18,-0.8973188056756484,-0.12280852134116271,-0.7807225657139917,-0.08364672551481533,-0.6970758401991763,0.7162100660176143,-1.587226095527827,-0.9044006627618346,-0.34737666250868915,0.2777777777777778,-1.7486763663027756,1.5723235527375639,-0.6656984132016046,0.8888888888888888
cap150_raw_lightgbm,1,25.0,validation,24,-0.39296078404957335,0.08698189041321247,-0.22087278577216507,0.04258423660307309,-0.26345702237523816,0.7661349769631174,0.08337495487086638,-0.7719139818090329,-0.08239866000360974,0.5,0.02497025381971647,2.4177368907505885,-0.04447103628235327,0.6666666666666666
cap150_raw_lightgbm,1,25.0,holdout_2024,12,-0.3136068869089965,-0.013699490369203038,-0.3136068869089965,-0.013699490369203038,-0.2999073965397935,1.0496389580633458,0.15849730699733394,-0.5919059569590915,-0.07702368625268208,0.5,0.17511954407186534,5.177090628150742,0.23380574549564304,0.9166666666666666
cap150_raw_lightgbm,1,25.0,holdout_2025_2026,18,-0.9255799762425194,-0.12280852134116271,-0.8230733710202139,-0.08364672551481533,-0.7394266455053986,1.1818217469201913,-0.7318056462589647,-0.94327983243416,-0.34737666250868915,0.3333333333333333,-0.7579186940900721,2.6220450225576513,-0.5217584742488561,0.9444444444444444
cap150_rank_ridge,1,25.0,validation,24,-0.7287737287278531,0.08698189041321247,-0.4792061144059515,0.04258423660307309,-0.5217903510090246,0.5007023054326227,-0.8665431498906665,-0.7768763467478157,-0.08239866000360974,0.3333333333333333,-0.906708728647017,-1.4851771649515133,-0.3109711587395091,0.7916666666666666
cap150_rank_ridge,1,25.0,holdout_2024,12,0.2362653752025632,-0.013699490369203038,0.2362653752025632,-0.013699490369203038,0.24996486557176623,0.16374686960380158,1.3796984198193478,-0.08834020635637252,-0.07702368625268208,0.5833333333333334,1.4014197146696035,0.4426364945192416,0.2556408554425462,0.75
cap150_rank_ridge,1,25.0,holdout_2025_2026,18,0.5114222837646469,-0.12280852134116271,0.3170144722802726,-0.08364672551481533,0.4006611977950879,0.7612835037018952,0.6213988273071889,-0.33408379362339635,-0.34737666250868915,0.4444444444444444,0.7649509790606367,1.3096376125162,0.7084211395163102,0.5555555555555556
cap150_rank_lightgbm,1,25.0,validation,24,3.179826070849672,0.08698189041321247,1.0444622938194952,0.04258423660307309,1.001878057216422,0.6510914610464223,1.3822532451884457,-0.27135247548733,-0.08239866000360974,0.7916666666666666,1.3238174088118597,0.9884703138629454,1.2845968393769756,0.8333333333333334
cap150_rank_lightgbm,1,25.0,holdout_2024,12,0.7154964371731893,-0.013699490369203038,0.7154964371731893,-0.013699490369203038,0.7291959275423924,0.6732966844316197,1.0989318663846033,-0.37113882021017874,-0.07702368625268208,0.5833333333333334,1.1952516179974808,3.317801538576412,1.1074534004674423,0.9166666666666666
cap150_rank_lightgbm,1,25.0,holdout_2025_2026,18,1.1585019155586713,-0.12280852134116271,0.6701992805409231,-0.08364672551481533,0.7538460060557385,0.9423768596038155,0.9045456121392512,-0.5205424942674863,-0.34737666250868915,0.6666666666666666,1.0562583938023316,1.6955513561775397,1.492774206728059,0.6111111111111112
cap150_raw_ensemble,1,25.0,validation,24,-0.512130452304761,0.08698189041321247,-0.30152340934342037,0.04258423660307309,-0.34410764594649346,0.865374192450878,0.002678927140889302,-0.76317429207484,-0.08239866000360974,0.4166666666666667,-0.04982188365947912,1.0635576001175882,-0.044806624943765194,0.75
cap150_raw_ensemble,1,25.0,holdout_2024,12,-0.6717570972382397,-0.013699490369203038,-0.6717570972382397,-0.013699490369203038,-0.6580576068690367,1.0830552469455936,-0.3845764192452644,-0.8100086686894067,-0.07702368625268208,0.5,-0.39273295227541893,4.90513195989,-0.3156283247494286,0.75
cap150_raw_ensemble,1,25.0,holdout_2025_2026,18,-0.8571788295793059,-0.12280852134116271,-0.7267699938692355,-0.08364672551481533,-0.6431232683544201,1.163142627392992,-0.5552668404529641,-0.9306320397038194,-0.34737666250868915,0.16666666666666666,-0.5398621129734255,1.8286943743306143,-0.42548896552702675,1.0
cap150_rank_ensemble,1,25.0,validation,24,0.3747263748462868,0.08698189041321247,0.17248725999316794,0.04258423660307309,0.12990302339009485,0.18616631741907752,0.9489925888774808,-0.17726619526355913,-0.08239866000360974,0.5416666666666666,0.7674691931416231,0.8703884550303986,0.14631156107708665,0.4583333333333333
cap150_rank_ensemble,1,25.0,holdout_2024,12,-0.15365993293042246,-0.013699490369203038,-0.15365993293042246,-0.013699490369203038,-0.13996044256121942,0.17053165173956783,-0.8876443862482218,-0.21393169800651557,-0.07702368625268208,0.4166666666666667,-0.9540203818064117,0.8120813943478327,-0.13505906456402672,0.3333333333333333
cap150_rank_ensemble,1,25.0,holdout_2025_2026,18,-0.08750325824122651,-0.12280852134116271,-0.05922114358417174,-0.08364672551481533,0.02442558193064359,0.32373489234904934,-0.03693473885502084,-0.30461758245810955,-0.34737666250868915,0.5555555555555556,0.20400324664879532,0.9566605667295502,0.04340624982376595,0.7777777777777778
cap150_rank_ensemble_volmanaged,1,25.0,validation,24,0.3747263748462868,0.08698189041321247,0.17248725999316794,0.04258423660307309,0.12990302339009485,0.18616631741907752,0.9489925888774808,-0.17726619526355913,-0.08239866000360974,0.5416666666666666,0.7674691931416231,0.8703884550303986,0.14631156107708665,0.4583333333333333
cap150_rank_ensemble_volmanaged,1,25.0,holdout_2024,12,-0.13735610922248498,-0.013699490369203038,-0.13735610922248498,-0.013699490369203038,-0.12365661885328194,0.16917160651140756,-0.7846114499130893,-0.1987889445002634,-0.07702368625268208,0.4166666666666667,-0.8321076276700861,0.7976704472373849,-0.11871385627727526,0.3600123375026227
cap150_rank_ensemble_volmanaged,1,25.0,holdout_2025_2026,18,-0.10206429755415569,-0.12280852134116271,-0.06925618310016746,-0.08364672551481533,0.014390542414647878,0.21024686269761783,-0.23823963136995288,-0.2225491488196768,-0.34737666250868915,0.4444444444444444,0.039194207174488925,0.6073172671448527,-0.015366978544667842,0.5421122969933205
