model,cost_bps,windows,median_sharpe,positive_excess_fraction,worst_excess_cagr,median_turnover
cap500_composite,25.0,80,0.5294679145289232,0.6875,-0.49457254617549096,0.5833333333333334
cap500_rank_ridge,25.0,80,0.5645316656100181,0.6375,-0.6167440391958698,0.7222222222222222
chronos2_daily_abs_cross_lower10,25.0,79,1.2250901905978424,0.810126582278481,-0.21433957679610893,0.6388888888888888
chronos2_daily_abs_cross_median,25.0,79,0.15818786044925406,0.4050632911392405,-0.6648012102984115,0.8333333333333331
chronos2_daily_abs_individual_median,25.0,79,-0.32749576383635964,0.2911392405063291,-0.864162134281563,0.9166666666666666
chronos2_daily_norm_cross_lower10,25.0,79,1.2964838559447327,0.8607594936708861,-0.15367037671916772,0.6666666666666666
chronos2_daily_norm_cross_median,25.0,79,0.15818786044925406,0.4050632911392405,-0.6775568259683789,0.8333333333333331
