model,cost_bps,period,months,strategy_total_return,benchmark_total_return,strategy_cagr,benchmark_cagr,excess_cagr,strategy_volatility,strategy_sharpe_rf0,strategy_max_drawdown,benchmark_max_drawdown,active_hit_rate,information_ratio,beta_to_benchmark,annualized_alpha_rf0,average_monthly_turnover
online_soft,25.0,2018-08-31_2019-07-31,12,0.184681547406657,0.051509897202665744,0.184681547406657,0.051509897202665744,0.13317165020399124,0.3517330967206847,0.6317707118734752,-0.18257589321422085,-0.04957195403333203,0.5,0.49258791715869343,0.9339266094944109,0.1857920641530557,0.6666666666666666
online_soft,25.0,2018-09-30_2019-08-31,12,0.17070352765867391,0.032217370272061396,0.17070352765867391,0.032217370272061396,0.13848615738661252,0.3524318058335464,0.5968742863308516,-0.18257589321422063,-0.05569706120271434,0.5,0.511213279817527,0.9229221556576902,0.1923017074646307,0.6944444444444445
online_soft,25.0,2018-10-31_2019-09-30,12,0.32018001627488824,0.0680196854801034,0.32018001627488824,0.0680196854801034,0.25216033079478484,0.36184393448292873,0.9287180710438591,-0.18257589321422074,-0.05569706120271445,0.5,0.7571670883724526,0.9344077692305708,0.30712024407956906,0.6944444444444445
online_soft,25.0,2018-11-30_2019-10-31,12,0.21568719503605505,-0.007313909877188718,0.21568719503605505,-0.007313909877188718,0.22300110491324376,0.3720657620369082,0.6856583759263172,-0.18257589321422063,-0.07977064350808971,0.5,0.7332329686901964,1.3267428556115344,0.2929544168267715,0.6944444444444443
online_soft,25.0,2018-12-31_2019-11-30,12,0.05245460199141028,0.01695714726683817,0.05245460199141028,0.01695714726683817,0.03549745472457211,0.2573937497649326,0.3173960243070608,-0.18257589321422074,-0.07977064350808971,0.5,0.2524926880858425,0.9570108496735228,0.06281217411122864,0.6666666666666666
online_soft,25.0,2019-01-31_2019-12-31,12,-0.03259821105374339,-0.0907583313333864,-0.03259821105374339,-0.0907583313333864,0.05816012027964301,0.2823759758751578,0.013692789821620904,-0.18257589321422074,-0.08173242622854304,0.5,0.417355900365953,1.9491962215115177,0.19514971639466228,0.6388888888888888
online_soft,25.0,2019-02-28_2020-01-31,12,0.08838430488111348,-0.15374678206850467,0.08838430488111348,-0.15374678206850467,0.24213108694961816,0.3119537707539631,0.4159407696232206,-0.18257589321422074,-0.157070533612218,0.5,0.9412658158819079,0.6135864114797032,0.2521690915806638,0.6388888888888888
online_soft,25.0,2019-03-31_2020-02-29,12,0.03973186066980383,-0.2983301643039218,0.03973186066980383,-0.2983301643039218,0.3380620249737256,0.3036273934536748,0.2681141455550026,-0.11476009614026417,-0.2968733323797681,0.5,1.171412808664011,0.09631429945844738,0.11925223553969011,0.6388888888888888
online_soft,25.0,2019-04-30_2020-03-31,12,-0.06322908178787057,-0.26938100433105683,-0.06322908178787057,-0.26938100433105683,0.20615192254318626,0.35493575732019195,-0.012068004576732032,-0.22036402244016473,-0.2897384073692094,0.5,0.6604361672477197,-0.2006208664650518,-0.06048536584987574,0.6388888888888888
online_soft,25.0,2019-05-31_2020-04-30,12,-0.01089131297761814,-0.23441422140073764,-0.01089131297761814,-0.23441422140073764,0.2235229084231195,0.34990216580297395,0.1385936189080276,-0.2223751953869436,-0.2897384073692094,0.5,0.6771047812710145,-0.22375622067194262,-0.005818850367381723,0.6111111111111112
online_soft,25.0,2019-06-30_2020-05-31,12,-0.027483115233153055,-0.22854562482453433,-0.027483115233153055,-0.22854562482453433,0.20106250959138128,0.35000037695028957,0.09015094416649787,-0.2278147042558879,-0.2897384073692095,0.5,0.6150216179595336,-0.24003200323715204,-0.024562369634946735,0.5833333333333334
online_soft,25.0,2019-07-31_2020-06-30,12,0.010875444083703556,-0.1941752572672133,0.010875444083703556,-0.1941752572672133,0.20505070135091685,0.35171235913843624,0.20169473535944532,-0.22781470425588768,-0.2827760862119635,0.5,0.6019954478554538,-0.1641853288065863,0.040445241035866886,0.5555555555555555
online_soft,25.0,2019-08-31_2020-07-31,12,-0.0995293234892104,-0.1722348942847023,-0.0995293234892104,-0.1722348942847023,0.07270557079549189,0.355052059576314,-0.1228769011525807,-0.25108341126428635,-0.27948217627529803,0.4166666666666667,0.2695906002895831,-0.2127991481057917,-0.07560555331315821,0.5277777777777778
online_soft,25.0,2019-09-30_2020-08-31,12,-0.13839215330489396,-0.21057570090232802,-0.13839215330489396,-0.21057570090232802,0.07218354759743406,0.35805909372411066,-0.24154466175175568,-0.2883664042648886,-0.27948217627529803,0.4166666666666667,0.2747260372755665,-0.14998191489494997,-0.11158807809244287,0.5555555555555555
online_soft,25.0,2019-10-31_2020-09-30,12,-0.21900060267893984,-0.1766274605970889,-0.21900060267893984,-0.1766274605970889,-0.042373142081850945,0.3352679673539612,-0.5677436128964781,-0.2883664042648886,-0.2794821762752979,0.3333333333333333,-0.05834709091372763,-0.1734172494818189,-0.1982620016478296,0.611111111111111
online_soft,25.0,2019-11-30_2020-10-31,12,-0.18292939338463832,-0.06643817837031618,-0.18292939338463832,-0.06643817837031618,-0.11649121501432214,0.33206533843894287,-0.44224366272385074,-0.29452202582301457,-0.2794821762752979,0.3333333333333333,-0.247877586351005,-0.16598947053484994,-0.142533332697782,0.6111111111111112
online_soft,25.0,2019-12-31_2020-11-30,12,-0.15692237319366176,-0.050871312509224054,-0.15692237319366176,-0.050871312509224054,-0.1060510606844377,0.34879013234218353,-0.319002940974571,-0.2945220258230147,-0.2358764964179022,0.3333333333333333,-0.2056814794982586,-0.08834545697970346,-0.10722099626312254,0.638888888888889
online_soft,25.0,2020-01-31_2020-12-31,12,0.12998013345550086,-0.013079995771551722,0.12998013345550086,-0.013079995771551722,0.14306012922705258,0.37824847841564113,0.5022767358384942,-0.29452202582301457,-0.16758179221927783,0.4166666666666667,0.34488896713335154,-0.2603795339364816,0.2134027632405131,0.6666666666666666
online_soft,25.0,2020-02-29_2021-01-31,12,0.38354100828696125,0.14471568274700242,0.38354100828696125,0.14471568274700242,0.23882532553995883,0.5218706279704232,0.8510052828343191,-0.2945220258230147,-0.07033476780972703,0.4166666666666667,0.5047736683057958,0.2478043832035622,0.48640068721006857,0.6944444444444445
