model,period,months,strategy_total_return,benchmark_total_return,strategy_cagr,benchmark_cagr,excess_cagr,strategy_volatility,strategy_sharpe_rf0,strategy_max_drawdown,benchmark_max_drawdown,active_hit_rate,information_ratio,beta_to_benchmark,annualized_alpha_rf0,average_monthly_turnover
existing_composite,full,138,44.3505332638887,0.17898466485591435,0.39331926920118265,0.01442069489760045,0.3788985743035822,0.5461403292819829,0.8580136925956453,-0.6111123208507254,-0.34737666250868904,0.5507246376811594,0.8308360455063681,0.8169802076232042,0.552290337810472,0.48188405797101447
existing_composite,train,84,12.4132811803875,0.253666976254024,0.4490268493087597,0.03282329933278594,0.41620354997597375,0.3827579626454819,1.158371985055733,-0.3927082608845016,-0.31286953927505656,0.5714285714285714,1.021547798508752,0.30073840282798076,0.5267429719466195,0.4345238095238096
existing_composite,validation,24,0.3704916571397878,0.08698189041321247,0.17067999775335174,0.04258423660307309,0.12809576115027865,0.5490630835368855,0.5484942493939594,-0.5261772642991247,-0.08239866000360974,0.5,0.4726271117147285,1.070108782635736,0.28423568251040376,0.5416666666666666
existing_composite,holdout,30,1.467010360279739,-0.1348255975549968,0.4350544817019757,-0.05628368183725396,0.49133816353922966,0.863116399865819,0.7799198497649671,-0.6111123208507253,-0.34737666250868904,0.5333333333333333,0.8740110328671269,1.5392639836714246,1.033598645488615,0.5666666666666665
ridge,full,138,0.8298700117285134,0.17898466485591435,0.053947920499569424,0.01442069489760045,0.039527225601968974,0.5822436936267597,0.35172214662629125,-0.9295871202178686,-0.34737666250868904,0.4927536231884058,0.3158997360671684,0.8796532274831736,0.19855592210946904,0.7801932367149758
ridge,train,84,2.408782246770277,0.253666976254024,0.19147684976031543,0.03282329933278594,0.1586535504275295,0.5195526308381436,0.5707034074883474,-0.6561878641555798,-0.31286953927505656,0.5119047619047619,0.49611509503418316,0.6850138316692566,0.3029925857430016,0.7103174603174602
ridge,validation,24,-0.7434287302522609,0.08698189041321247,-0.49347135347767435,0.04258423660307309,-0.5360555900807474,0.43208785093030905,-1.2995285538837296,-0.7852465955329,-0.08239866000360974,0.375,-1.4101526464854433,0.610839298413493,-0.4534188632032319,0.9305555555555554
ridge,holdout,30,1.0922470156680197,-0.1348255975549968,0.34352323892030934,-0.05628368183725396,0.3998069207575633,0.7920905882088902,0.7082572847042845,-0.5091046483394552,-0.34737666250868904,0.5333333333333333,0.7956211013493731,1.2613721422973287,0.8105870813722369,0.8555555555555556
lightgbm,full,138,6.318104169957729,0.17898466485591435,0.1889541155767962,0.01442069489760045,0.17453342067919575,0.9360942716496935,0.5077682942996544,-0.8746712217725764,-0.34737666250868904,0.4927536231884058,0.4945345068626462,1.6233232724532656,0.5318898385915782,0.6304347826086957
lightgbm,train,84,2.514259480589431,0.253666976254024,0.19667511724155395,0.03282329933278594,0.16385181790876802,0.5655569592270453,0.5806414263421642,-0.7615489243675341,-0.31286953927505656,0.4880952380952381,0.5200698051444568,0.9397253412472009,0.3301767618105551,0.5436507936507935
lightgbm,validation,24,0.3818822653086098,0.08698189041321247,0.1755348847688909,0.04258423660307309,0.1329506481658178,0.7362182392983337,0.5222614778204987,-0.600857335366046,-0.08239866000360974,0.5416666666666666,0.4680481414217203,1.6506138723031496,0.3579248395443604,0.625
lightgbm,holdout,30,0.5069322203387407,-0.1348255975549968,0.17825010605586789,-0.05628368183725396,0.23453378789312185,1.663829862356878,0.5766144748794814,-0.8746712217725764,-0.34737666250868904,0.4666666666666667,0.6190322218761178,2.6652258532313367,1.7612743718181485,0.8777777777777779
ensemble,full,138,0.41470373336484845,0.17898466485591435,0.03062660138137785,0.01442069489760045,0.0162059064837774,0.8006960964282018,0.33586559935626364,-0.7290754598325068,-0.34737666250868904,0.4855072463768116,0.30994179459660237,1.04564564265001,0.27125647640399175,0.782608695652174
ensemble,train,84,1.293636756505184,0.253666976254024,0.1259095943739874,0.03282329933278594,0.09308629504120147,0.593651031746674,0.4654781943528703,-0.693244374118749,-0.31286953927505656,0.4523809523809524,0.39291586542707785,0.43140156449210626,0.2909649959850016,0.6984126984126984
ensemble,validation,24,-0.4156358784694768,0.08698189041321247,-0.23556287274196108,0.04258423660307309,-0.27814710934503417,0.6550442709140726,-0.05018208269149938,-0.6180869582923999,-0.08239866000360974,0.6666666666666666,-0.12027110495788784,1.0381824137031284,-0.0769421157303879,0.972222222222222
ensemble,holdout,30,0.055497760956598974,-0.1348255975549968,0.021840064421850824,-0.05628368183725396,0.07812374625910479,1.2919969957163955,0.3789711146542582,-0.6197496983656526,-0.34737666250868904,0.43333333333333335,0.42314452897370336,1.946222121094631,0.7336479000700686,0.8666666666666666
ensemble_volmanaged,full,138,0.23223214583949137,0.17898466485591435,0.018324768914825595,0.01442069489760045,0.0039040740172251454,0.7467091263196377,0.29392080641188456,-0.7876103281071342,-0.34737666250868904,0.47101449275362317,0.26467692552559624,0.955902378077525,0.2136986915966559,0.6877228378859349
ensemble_volmanaged,train,84,0.6273034697224877,0.253666976254024,0.07203704487694318,0.03282329933278594,0.03921374554415724,0.5191225943890537,0.3668083684566651,-0.6743859162584702,-0.31286953927505656,0.42857142857142855,0.28434648879174446,0.4424816509608678,0.18593198897740493,0.6032600974452629
ensemble_volmanaged,validation,24,-0.4156358784694768,0.08698189041321247,-0.23556287274196108,0.04258423660307309,-0.27814710934503417,0.6550442709140726,-0.05018208269149938,-0.6180869582923999,-0.08239866000360974,0.6666666666666666,-0.12027110495788784,1.0381824137031284,-0.0769421157303879,0.972222222222222
