model,months,market_active_annualized_mean,market_ci_lower,market_ci_median,market_ci_upper,market_positive_probability,control_active_annualized_mean,control_ci_lower,control_ci_median,control_ci_upper,control_positive_probability,samples,block_length
cap150_rank_ridge,30,0.2793838304774567,-0.015109736137041717,0.27624977495717634,0.6043953621185146,0.9676,0.5579433758884884,-0.13891410751738442,0.5682312638901311,1.2994311552311528,0.9394,5000,3
chronos2_daily_abs_individual_median,30,0.6947332281809299,0.07469751068531372,0.673781795642866,1.4401495096269274,0.989,0.9732927735919618,0.18414767057987008,0.9645912434867445,1.7932274588347807,0.9916,5000,3
chronos2_daily_abs_cross_median,30,-0.013610594889109118,-0.4701704903102729,-0.020350481933111682,0.4707212075335542,0.4694,0.26494895052192274,-0.5554391702721888,0.2651788341348021,1.0982941399321802,0.7338,5000,3
chronos2_daily_abs_cross_lower10,30,0.12140269438100106,-0.21784771365801417,0.1133112219483951,0.5042964179516921,0.7352,0.3999622397920328,-0.3544773789764606,0.38157622978963723,1.2154309262016227,0.8462,5000,3
chronos2_daily_norm_cross_median,30,-0.013610594889109118,-0.4544154394434045,-0.016442416886410797,0.47109939075372037,0.4726,0.26494895052192274,-0.5247408956264978,0.25682289827617755,1.1049632165823131,0.7288,5000,3
chronos2_daily_norm_cross_lower10,30,0.12140269438100106,-0.20402230562039717,0.11825960345075967,0.49732188397188404,0.7364,0.3999622397920328,-0.33574172433214605,0.3866473670143957,1.2375662023742067,0.8458,5000,3
