model,period,months,strategy_total_return,benchmark_total_return,strategy_cagr,benchmark_cagr,excess_cagr,strategy_volatility,strategy_sharpe_rf0,strategy_max_drawdown,benchmark_max_drawdown,active_hit_rate,information_ratio,beta_to_benchmark,annualized_alpha_rf0,average_monthly_turnover
cap300_composite,train,84,18.302815264192798,0.2537158161668134,0.5263709554794065,0.03282904728871272,0.49354190819069377,0.3926774301126025,1.2747300025301014,-0.3907201964490009,-0.31286953927505634,0.5952380952380952,1.1795380045905002,0.582461609919646,0.5948474096807161,0.45238095238095244
cap300_composite,validation,24,-0.029152767584837647,0.08698189041321247,-0.014684196607421485,0.04258423660307309,-0.057268433210494574,0.6213730936083272,0.2703974430700255,-0.4535050335016151,-0.08239866000360974,0.4583333333333333,0.19551643544295938,-0.09239127384490183,0.18645513718908213,0.6388888888888888
cap300_composite,holdout_2024,12,0.30413354070174137,-0.013699490369203038,0.30413354070174137,-0.013699490369203038,0.3178330310709444,0.3388391816783131,0.9481363283947091,-0.1443493273418509,-0.07702368625268208,0.5833333333333334,1.014615314385736,0.9152403466932907,0.3838746055297366,0.5833333333333334
cap300_composite,holdout_2025_2026,18,-0.1710698797680581,-0.12280852134116271,-0.11757335399211,-0.08364672551481533,-0.03392662847729466,1.062195113252671,0.23989996821533238,-0.6247951934077713,-0.34737666250868915,0.3888888888888889,0.31030450704588264,1.4652070500962318,0.39604824556163454,0.6481481481481481
cap300_composite,full,138,19.25869827927619,0.17903059532174082,0.29902764782198554,0.014424131309626276,0.28460351651235927,0.5559099367620265,0.7106931474068201,-0.6247951934077713,-0.34737666250868904,0.5434782608695652,0.6832082412270565,0.8755571192604894,0.44369986289388996,0.5217391304347826
mlp_rank,train,84,0.6218284910260792,0.2537158161668134,0.07152104131136383,0.03282904728871272,0.03869199402265111,0.16931463879011463,0.49004294588580743,-0.15430540990709907,-0.31286953927505634,0.4523809523809524,0.19309333554798014,0.08951075221846534,0.08213239479302681,0.365079365079365
mlp_rank,validation,24,0.5390290545092973,0.08698189041321247,0.24057609783088174,0.04258423660307309,0.19799186122780865,0.3731542147166282,0.7385833257112346,-0.2175626646963219,-0.08239866000360974,0.5,0.5864263314666863,-0.5544900622985447,0.3457657806326382,0.5694444444444443
mlp_rank,holdout_2024,12,0.5088507127435562,-0.013699490369203038,0.5088507127435562,-0.013699490369203038,0.5225502031127592,0.27769620638308046,1.6286595867376903,-0.07200377597626206,-0.07702368625268208,0.6666666666666666,1.888945644966494,1.310694585381361,0.5762921352421422,0.5833333333333334
mlp_rank,holdout_2025_2026,18,0.8359842742852093,-0.12280852134116271,0.49938319164752687,-0.08364672551481533,0.5830299171623422,0.32812940861847517,1.398643730715463,-0.17513668181340192,-0.34737666250868915,0.5555555555555556,1.4602679109080858,0.36023823067041627,0.600212201251719,0.6851851851851851
mlp_rank,full,138,5.914598595154005,0.17903059532174082,0.18310479658700207,0.014424131309626276,0.1686806652773758,0.24955582084827305,0.7919071237570844,-0.2175626646963218,-0.34737666250868904,0.4927536231884058,0.6247834747335461,0.18067145732655532,0.21107520914115674,0.4613526570048309
baseline_mlp_blend_50,train,84,14.379238647841133,0.2537158161668134,0.4776178180194992,0.03282904728871272,0.4447887707307865,0.34928616566204074,1.29663474425999,-0.31018283287180726,-0.31286953927505634,0.5833333333333334,1.1472943671054794,0.34158572970070356,0.5382710913677562,0.5119047619047619
baseline_mlp_blend_50,validation,24,2.0483639671162317,0.08698189041321247,0.7459564619761374,0.04258423660307309,0.7033722253730643,0.5519862488461033,1.2775910385760327,-0.40735002538105713,-0.08239866000360974,0.5416666666666666,1.1828608529827973,0.03614524810557045,0.9812447729795828,0.5833333333333333
baseline_mlp_blend_50,holdout_2024,12,0.2124716259536803,-0.013699490369203038,0.2124716259536803,-0.013699490369203038,0.22617111632288334,0.296425216357483,0.7903275403207469,-0.11519416509671776,-0.07702368625268208,0.5,0.8411094961750106,0.7010411963290102,0.2687967862768852,0.5833333333333333
baseline_mlp_blend_50,holdout_2025_2026,18,0.2874591144648464,-0.12280852134116271,0.1834655782754362,-0.08364672551481533,0.2671123037902515,0.6518897491412127,0.5486629345931061,-0.3595839847586706,-0.34737666250868915,0.5,0.7279806492155841,1.3186290431932284,0.5298926884634994,0.5740740740740741
baseline_mlp_blend_50,full,138,72.18240638642803,0.17903059532174082,0.4525206673415174,0.014424131309626276,0.43809653603189114,0.43152865374185617,1.0783658021748914,-0.47570340866979055,-0.34737666250868904,0.5579710144927537,1.0431583426627877,0.6929524173132233,0.5521276262651547,0.5386473429951691
online_best,train,84,14.745429954468488,0.2537158161668134,0.48259344244551383,0.03282904728871272,0.4497643951568011,0.36241676244004983,1.2668972180557343,-0.2942032347044593,-0.31286953927505634,0.5833333333333334,1.1179255268527308,0.2999407811663457,0.5501942071467025,0.523809523809524
online_best,validation,24,0.1628436091551262,0.08698189041321247,0.07835226579959764,0.04258423660307309,0.03576802919652455,0.5260116122950594,0.3947150900780332,-0.39440373195237155,-0.08239866000360974,0.4583333333333333,0.30484434405792704,-0.0021134387412779327,0.2286830536285811,0.6249999999999999
online_best,holdout_2024,12,0.45726506572607617,-0.013699490369203038,0.45726506572607617,-0.013699490369203038,0.4709645560952792,0.2894557629220469,1.4492626983189882,-0.07200377597626206,-0.07702368625268208,0.6666666666666666,1.6504679385360128,1.2602254865752769,0.5266095027955795,0.6111111111111112
online_best,holdout_2025_2026,18,0.8359842742852093,-0.12280852134116271,0.49938319164752687,-0.08364672551481533,0.5830299171623422,0.32812940861847517,1.398643730715463,-0.17513668181340192,-0.34737666250868915,0.5555555555555556,1.4602679109080858,0.36023823067041627,0.600212201251719,0.6851851851851851
online_best,full,138,47.987282197341585,0.17903059532174082,0.40269668034719186,0.014424131309626276,0.3882725490375656,0.3832248823675838,1.074897211160934,-0.4403257793512887,-0.34737666250868904,0.5652173913043478,0.9857125714395883,0.3387553521540419,0.4869237154465631,0.5700483091787439
online_soft,train,84,15.073133563008003,0.2537158161668134,0.4869627156378269,0.03282904728871272,0.4541336683491142,0.35361413227974836,1.3021435072212062,-0.29452202582301457,-0.31286953927505634,0.5595238095238095,1.1362367504423774,0.23015720104699122,0.5565682223124313,0.4841269841269841
online_soft,validation,24,1.5838802492566946,0.08698189041321247,0.6074452554462608,0.04258423660307309,0.5648610188431877,0.47940845541447547,1.2118539914203073,-0.26677318116815074,-0.08239866000360974,0.625,1.0928385604332156,-0.23350675035843407,0.7814188530134221,0.5833333333333334
online_soft,holdout_2024,12,0.5615172039536886,-0.013699490369203038,0.5615172039536886,-0.013699490369203038,0.5752166943228917,0.36684973420036465,1.4008951163276058,-0.11519416509671765,-0.07702368625268208,0.5833333333333334,1.5163768236714552,1.2281066936989822,0.6712697877506788,0.611111111111111
