model,months,market_active_annualized_mean,market_ci_lower,market_ci_median,market_ci_upper,market_positive_probability,control_active_annualized_mean,control_ci_lower,control_ci_median,control_ci_upper,control_positive_probability,samples,block_length
paper_factor,30,0.17935812840556292,-0.2447385276769499,0.15377746607117243,0.7466787024757119,0.7454,-0.1397586635906084,-0.9719983571141956,-0.10929634975811332,0.5745115982459073,0.3918,5000,3
cap300_rank_ridge,30,0.3637799213118212,0.06483961940119515,0.3596148656636834,0.6852076527706379,0.9926,0.04466312931564973,-1.0636214926149912,0.08062282742913854,0.9355728200114647,0.5616,5000,3
