model,cost_bps,period,months,strategy_total_return,benchmark_total_return,strategy_cagr,benchmark_cagr,excess_cagr,strategy_volatility,strategy_sharpe_rf0,strategy_max_drawdown,benchmark_max_drawdown,active_hit_rate,information_ratio,beta_to_benchmark,annualized_alpha_rf0,average_monthly_turnover
cap150_composite,0.0,train_2021,12,1.010687951012041,0.1311417024200292,1.010687951012041,0.1311417024200292,0.8795462485920118,0.5805016908758349,1.4789719128851972,-0.237211373474554,-0.04715517979147299,0.6666666666666666,1.2957128549342136,1.5818183630156635,0.8946709975822258,0.49999999999999994
cap150_composite,0.0,validation_2022_2023,24,-0.448597550982458,0.08698189041321247,-0.2574352223424936,0.04258423660307309,-0.3000194589455667,0.5757227628010083,-0.1989866023190304,-0.6521447153733689,-0.08239866000360974,0.4583333333333333,-0.28497062217467295,1.696382214386862,-0.17533413281018229,0.5694444444444444
cap150_composite,0.0,holdout_2024,12,0.13564956005776407,-0.013699490369203038,0.13564956005776407,-0.013699490369203038,0.1493490504269671,0.2854004012473698,0.5731936876609443,-0.12860914376030008,-0.07702368625268208,0.5,0.5944389848464516,0.37725897902394273,0.18029172187973286,0.5833333333333333
cap150_composite,0.0,holdout_2025_2026,18,-0.7338963408483758,-0.12280852134116271,-0.5862856696751,-0.08364672551481533,-0.5026389441602848,0.704592063439852,-0.8595523256450254,-0.7153113095765812,-0.34737666250868915,0.3333333333333333,-0.9284314633472084,1.6992837957711553,-0.40541245513121626,0.6296296296296295
cap150_composite,25.0,train_2021,12,0.9819461667964404,0.1311417024200292,0.9819461667964404,0.1311417024200292,0.8508044643764112,0.5806189376577069,1.4528387578791335,-0.23947747988704005,-0.04715517979147299,0.6666666666666666,1.269184923679982,1.5915931698938763,0.8656856999105706,0.49999999999999994
cap150_composite,25.0,validation_2022_2023,24,-0.4675778920449547,0.08698189041321247,-0.2703273967353267,0.04258423660307309,-0.3129116333383998,0.5754057670047584,-0.22878541948944767,-0.663406055197807,-0.08239866000360974,0.4583333333333333,-0.31565469900929005,1.7003569220512715,-0.18968512522963332,0.5694444444444444
cap150_composite,25.0,holdout_2024,12,0.11627834533745807,-0.013699490369203038,0.11627834533745807,-0.013699490369203038,0.1299778357066611,0.28463353519725737,0.5132554333404517,-0.13175280454292504,-0.07702368625268208,0.5,0.5354606421529842,0.37682863104756964,0.16007601834080676,0.5833333333333333
cap150_composite,25.0,holdout_2025_2026,18,-0.7421288536881511,-0.12280852134116271,-0.5948630690113228,-0.08364672551481533,-0.5112163434965076,0.704649871808246,-0.8862878723684637,-0.7193701643674705,-0.34737666250868915,0.3333333333333333,-0.9608047791062284,1.7023669655756857,-0.4169282098332481,0.6296296296296295
cap150_composite,50.0,train_2021,12,0.9535739099741993,0.1311417024200292,0.9535739099741993,0.1311417024200292,0.8224322075541701,0.580742683278404,1.4267001893341562,-0.2417408085217484,-0.04715517979147299,0.6666666666666666,1.242639281852173,1.6013679767720879,0.8371073961821818,0.49999999999999994
cap150_composite,50.0,validation_2022_2023,24,-0.48593822539076914,0.08698189041321247,-0.2830189858795208,0.04258423660307309,-0.3256032224825939,0.5751005405319559,-0.2586117950377759,-0.6743234535755924,-0.08239866000360974,0.4166666666666667,-0.34637260193293024,1.7043316297156799,-0.20380685751329353,0.5694444444444444
cap150_composite,50.0,holdout_2024,12,0.09720598337745767,-0.013699490369203038,0.09720598337745767,-0.013699490369203038,0.11090547374666071,0.28388127691446413,0.45297002271001585,-0.13489229865888286,-0.07702368625268208,0.5,0.47615641424955285,0.3763982830711964,0.14017816396689153,0.5833333333333333
cap150_composite,50.0,holdout_2025_2026,18,-0.750123312433301,-0.12280852134116271,-0.6032802452625092,-0.08364672551481533,-0.5196335197476939,0.7047144768436163,-0.9130102270927377,-0.7233816733860567,-0.34737666250868915,0.3333333333333333,-0.9931921907681928,1.705450135380216,-0.4282391865923182,0.6296296296296295
cap150_composite,100.0,train_2021,12,0.8979210627094352,0.1311417024200292,0.8979210627094352,0.1311417024200292,0.766779360289406,0.5810096542084312,1.3744103740852043,-0.2462591324578317,-0.04715517979147299,0.6666666666666666,1.1894986455858105,1.6209175905285131,0.7811510229206333,0.49999999999999994
cap150_composite,100.0,validation_2022_2023,24,-0.520875018661622,0.08698189041321247,-0.3078114553545558,0.04258423660307309,-0.3503956919576289,0.5745254698652541,-0.31834002037146597,-0.6951656848143332,-0.08239866000360974,0.4166666666666667,-0.40790215753506176,1.7122810450444985,-0.23137583546998897,0.5694444444444444
cap150_composite,100.0,holdout_2024,12,0.059941324384525485,-0.013699490369203038,0.059941324384525485,-0.013699490369203038,0.07364081475372852,0.28242104829649733,0.3313836168210762,-0.1411587868907992,-0.07702368625268208,0.5,0.3565959818128317,0.37553758711845003,0.10131786260980613,0.5833333333333333
cap150_composite,100.0,holdout_2025_2026,18,-0.7654235490445668,-0.12280852134116271,-0.6196445815084884,-0.08364672551481533,-0.5359978559936731,0.7048640692432084,-0.9664122942848831,-0.7333680704667173,-0.34737666250868915,0.3333333333333333,-1.0580040227897791,1.7116164749892766,-0.450260020985326,0.6296296296296295
mlp_rank,0.0,train_2021,12,-0.09315191689348012,0.1311417024200292,-0.09315191689348012,0.1311417024200292,-0.22429361931350933,0.19630292017339476,-0.4082893552328999,-0.22382794628271596,-0.04715517979147299,0.25,-0.9251143441437997,-0.1856980369146823,-0.05497755257471115,0.75
mlp_rank,0.0,validation_2022_2023,24,-0.09920359610401253,0.08698189041321247,-0.05089705305694714,0.04258423660307309,-0.09348128966002023,0.16802005412305365,-0.22919991068608497,-0.27175526288315555,-0.08239866000360974,0.4166666666666667,-0.5552816734557448,0.883772407658494,-0.0756956438922789,0.5833333333333333
mlp_rank,0.0,holdout_2024,12,0.32808665218694966,-0.013699490369203038,0.32808665218694966,-0.013699490369203038,0.3417861425561527,0.23141239225323387,1.344028578473996,-0.1014796421614037,-0.07702368625268208,0.5833333333333334,1.3621166696790656,0.42688607547499857,0.36441540926953153,0.4444444444444444
mlp_rank,0.0,holdout_2025_2026,18,-0.22752797535560743,-0.12280852134116271,-0.15811034405910074,-0.08364672551481533,-0.0744636185442854,0.41401638631476173,-0.2293870719613612,-0.3436633138647047,-0.34737666250868915,0.5555555555555556,-0.10912432801109555,0.9096316359768426,-0.04228499170919264,0.6481481481481481
