model,cost_bps,windows,median_sharpe,positive_excess_fraction,worst_excess_cagr,median_turnover
chronos,25.0,55,0.7063893730809631,0.7636363636363637,-0.30668104350083836,0.6944444444444445
composite_chronos_blend_25,25.0,55,0.8245740227128112,0.7636363636363637,-0.18800339309165515,0.3888888888888889
composite_chronos_blend_50,25.0,55,0.8455607653989395,0.9090909090909091,-0.14453249444089433,0.47222222222222215
composite_chronos_blend_75,25.0,55,1.146889415995236,0.8727272727272727,-0.18635225336277395,0.5277777777777778
existing_composite,25.0,55,0.8074898792774143,0.6909090909090909,-0.3343830710065857,0.3333333333333333
foundation_ensemble,25.0,55,0.15343582551866464,0.45454545454545453,-0.3158835114873637,0.75
foundation_ensemble_volmanaged,25.0,55,0.06241731370277239,0.45454545454545453,-0.29943333043176557,0.7139462490423777
kronos,25.0,55,0.1773715310707897,0.4,-0.32095088650473313,0.6944444444444445
timesfm,25.0,55,0.2708413270287093,0.4727272727272727,-0.46619296388792053,0.6944444444444445
