model,cost_bps,period,months,strategy_total_return,benchmark_total_return,strategy_cagr,benchmark_cagr,excess_cagr,strategy_volatility,strategy_sharpe_rf0,strategy_max_drawdown,benchmark_max_drawdown,active_hit_rate,information_ratio,beta_to_benchmark,annualized_alpha_rf0,average_monthly_turnover
cap300_composite,0.0,train_2021,0,,,,,,,,,,,,,,
cap300_composite,0.0,validation_2022_2023,24,0.008742063257442867,0.08698189041321247,0.004361520199496205,0.04258423660307309,-0.038222716403576884,0.6217242607011542,0.30107295822712676,-0.4494143320438678,-0.08239866000360974,0.4583333333333333,0.2259206973084148,-0.08814326664308696,0.20884052233702644,0.6666666666666666
cap300_composite,0.0,holdout_2024,12,0.3265258920932905,-0.013699490369203038,0.3265258920932905,-0.013699490369203038,0.34022538246249356,0.3393833233282978,0.9981802709411365,-0.1426826606751841,-0.07702368625268208,0.5833333333333334,1.0663191546520336,0.9131047757872341,0.4076046906131008,0.5833333333333334
cap300_composite,0.0,holdout_2025_2026,18,-0.14564237012171266,-0.12280852134116271,-0.0996186966597673,-0.08364672551481533,-0.01597197114495197,1.0625754981970927,0.2581134411790939,-0.6202182308722151,-0.34737666250868915,0.3888888888888889,0.3295051893495645,1.4643176217019267,0.42260929293685945,0.6481481481481481
cap300_composite,25.0,train_2021,0,,,,,,,,,,,,,,
cap300_composite,25.0,validation_2022_2023,24,-0.03054265763720332,0.08698189041321247,-0.015389751037093502,0.04258423660307309,-0.05797398764016659,0.6211640159089928,0.2691468888876591,-0.453505033501615,-0.08239866000360974,0.4583333333333333,0.19423880403948024,-0.09663411442604847,0.18570494180015662,0.6666666666666666
cap300_composite,25.0,holdout_2024,12,0.30413354070174137,-0.013699490369203038,0.30413354070174137,-0.013699490369203038,0.3178330310709444,0.3388391816783131,0.9481363283947091,-0.1443493273418509,-0.07702368625268208,0.5833333333333334,1.014615314385736,0.9152403466932907,0.3838746055297366,0.5833333333333334
cap300_composite,25.0,holdout_2025_2026,18,-0.1710698797680581,-0.12280852134116271,-0.11757335399211,-0.08364672551481533,-0.03392662847729466,1.062195113252671,0.23989996821533238,-0.6247951934077713,-0.34737666250868915,0.3888888888888889,0.31030450704588264,1.4652070500962318,0.39604824556163454,0.6481481481481481
cap300_composite,50.0,train_2021,0,,,,,,,,,,,,,,
cap300_composite,50.0,validation_2022_2023,24,-0.06836653109526558,0.08698189041321247,-0.03478838128380657,0.04258423660307309,-0.07737261788687966,0.620611438746914,0.23716024742961883,-0.4575718989572507,-0.08239866000360974,0.4583333333333333,0.16250873556228085,-0.1051249622090104,0.16297589597832052,0.6666666666666666
cap300_composite,50.0,holdout_2024,12,0.2820816673460844,-0.013699490369203038,0.2820816673460844,-0.013699490369203038,0.29578115771528746,0.33831263932566563,0.8978846851191197,-0.1460159940085175,-0.07702368625268208,0.5833333333333334,0.9626550495970094,0.9173759175993467,0.3605117526964112,0.5833333333333334
cap300_composite,50.0,holdout_2025_2026,18,-0.19578939962836062,-0.12280852134116271,-0.13520494915391434,-0.08364672551481533,-0.05155822363909901,1.0618196446263382,0.22167241928000245,-0.629328363983102,-0.34737666250868915,0.3888888888888889,0.2910848876260915,1.466096478490536,0.36994249391182943,0.6481481481481481
cap300_composite,100.0,train_2021,0,,,,,,,,,,,,,,
cap300_composite,100.0,validation_2022_2023,24,-0.13983705351923037,0.08698189041321247,-0.07255029975703287,0.04258423660307309,-0.11513453636010595,0.619529369096234,0.17300933211161523,-0.4656345293236772,-0.08239866000360974,0.4583333333333333,0.09890835991570043,-0.12210665777493344,0.11871148406882437,0.6666666666666666
